,0,1,2,3,4,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[0].variance,0.9942410475747084,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[0].lengthscales,4.7383670482942675,1.7611827643795457,3.6296912687113245,1.3864072484740564,2.468197252295415,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[1].variance,1.9535974883642448,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[1].lengthscales,0.7118848201503504,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[2].variance,0.6050123025039463,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[2].lengthscales,365.0,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[3].kernels[0].variance,0.9561197058155634,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[3].kernels[1].variance,0.9561197058155725,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[3].kernels[1].lengthscales,365.0,,,,,matern32_rbf_intra_sin,lfbgs,3,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.17000000e+02  7.06853581e-02 -4.04643402e-01  1.14218218e+00
  -1.06122950e+00  1.00000000e+00]
 [ 1.60000000e+02 -1.59723305e+00  1.13784353e-01 -1.44885332e+00
   9.59207206e-01  1.00000000e+00]
 [ 1.74000000e+02 -1.18756888e+00 -7.18777224e-01 -1.23988371e+00
  -2.52425374e-01 -1.00000000e+00]
 ...
 [ 1.94000000e+02 -6.02334352e-01 -3.44407495e-01  7.02613433e-01
  -7.28980014e-01 -1.00000000e+00]
 [ 1.73000000e+02 -1.21683061e+00  1.04143039e-01  1.27118322e+00
  -7.38789169e-01 -1.00000000e+00]
 [ 2.21000000e+02  1.87732264e-01 -7.95819948e-01 -1.25664145e+00
  -3.15885505e-01  1.00000000e+00]]"
.kernel.kernels[0].variance,1.5652896235656575,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[0].lengthscales,5.303848954554192,3.582400790589679,4.61377381112602,1.5743987812628095,1.5186329132870025,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[1].variance,1.7864562177951564,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[1].lengthscales,0.5130572888560802,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[2].variance,0.49005082744963113,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[2].lengthscales,365.0,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[3].kernels[0].variance,1.0170714634301465,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[3].kernels[1].variance,1.0170714634301468,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
.kernel.kernels[3].kernels[1].lengthscales,365.0,,,,,matern32_rbf_intra_sin,lfbgs,4,2022,"Day,Overall_Day,Latitude,Longitude,embay_dist,SST",ES,SVGP,False,5.1,Like 3.6 but with Satellite Data Added In.,500,100,"[[ 2.36000000e+02  6.21832016e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01 -1.00000000e+00]
 [ 2.36000000e+02  6.21832016e-01  6.42509378e-01  5.86033381e-01
   8.21765294e-02  1.00000000e+00]
 [ 2.15000000e+02  5.25382218e-03  5.71842116e-02  1.08590585e+00
  -9.21169281e-01 -1.00000000e+00]
 ...
 [ 1.84000000e+02 -9.04933035e-01 -1.67865491e+00  6.63641496e-01
  -9.64486972e-01  1.00000000e+00]
 [ 2.40000000e+02  7.39275481e-01  3.67033527e-01 -1.90392658e+00
   1.51387146e+00  1.00000000e+00]
 [ 2.04000000e+02 -3.17715708e-01 -1.98124902e+00  2.56198961e-01
  -1.04449638e+00  1.00000000e+00]]"
