,4.6_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 6.18642938e-01],
       [-3.12948786e-01],
       [-2.16476049e-01],
       [ 2.01648391e-02],
       [-4.06996839e-01],
       [-5.84197563e-01],
       [ 3.89956012e-01],
       [ 3.11986750e-01],
       [-1.06901765e-01],
       [-7.68974523e-01],
       [ 1.44307091e-02],
       [-7.39596228e-01],
       [ 1.57545503e-01],
       [ 4.47863680e-01],
       [ 2.67675988e-01],
       [ 1.05922464e-02],
       [-8.98765524e-01],
       [-6.05964458e-04],
       [-3.05492876e-01],
       [-2.93819085e-01],
       [-1.40933346e-02],
       [-2.48946521e-02],
       [ 1.47977483e-01],
       [-9.53257789e-01],
       [ 1.38075357e-01],
       [ 3.85715850e-01],
       [ 2.43142873e-02],
       [-8.30370350e-01],
       [ 2.35948871e-01],
       [ 4.49658953e-01],
       [-2.96481733e-01],
       [ 2.61098799e-01],
       [-1.53590332e-01],
       [ 1.32390878e-01],
       [ 3.77859686e-01],
       [-1.62485404e+00],
       [-1.35213558e-01],
       [ 5.79103746e-01],
       [-3.12327496e-01],
       [-1.03987887e+00],
       [-7.84742283e-01],
       [-6.76772726e-01],
       [-5.92474409e-01],
       [ 1.06756099e-01],
       [-5.07999066e-01],
       [-5.15131716e-01],
       [ 3.25414626e-01],
       [-2.98633581e-01],
       [-8.02640906e-01],
       [-7.35211968e-01],
       [-7.92864491e-01],
       [ 5.44325356e-01],
       [-3.91364953e-01],
       [ 3.37906157e-01],
       [-1.08320268e-01],
       [-6.62980997e-01],
       [-2.38564793e-01],
       [ 1.93441086e-01],
       [-8.93263444e-01],
       [-8.27116152e-02],
       [ 5.53641571e-01],
       [ 1.26655523e-01],
       [-1.08512418e+00],
       [ 5.93001998e-01],
       [-2.86976626e-01],
       [-1.10612197e-01],
       [-1.55706398e+00],
       [ 8.12583304e-01],
       [ 7.45036240e-01],
       [-1.91364609e-02],
       [ 1.62371624e-01],
       [-1.68160433e-01],
       [-3.40693048e-01],
       [-5.41790348e-01],
       [-4.31565666e-01],
       [-4.15658387e-01],
       [ 2.85444897e-01],
       [ 8.17497727e-02],
       [-1.48271883e-02],
       [-1.47277091e-01],
       [-6.01434193e-01],
       [-1.13735952e+00],
       [ 3.64139800e-01],
       [ 1.63020490e+00],
       [-4.38929027e-01],
       [ 2.94634027e-01],
       [ 1.47334482e-01],
       [ 4.98660288e-02],
       [-3.23869985e-01],
       [ 4.32543482e-03],
       [ 5.96313048e-01],
       [-3.71582832e-01],
       [-5.11573452e-01],
       [ 3.82670096e-01],
       [-3.75350022e-01],
       [-5.86045971e-01],
       [-2.21426942e-02],
       [ 3.87161416e-02],
       [-3.89146311e-01],
       [-3.15966437e-01],
       [ 9.51017112e-01],
       [-3.03636775e-01],
       [ 8.54233703e-01],
       [ 3.34348399e-01],
       [ 3.21375157e-01],
       [ 4.38662064e-01],
       [ 2.77183730e-01],
       [-3.93076052e-01],
       [-3.88628191e-01],
       [ 1.12103340e-01],
       [-1.63347295e+00],
       [-8.37416670e-01],
       [-1.40766959e-01],
       [-3.15699312e-01],
       [ 3.37076812e-01],
       [-4.82676936e-01],
       [ 2.38408406e-01],
       [-1.39558503e-01],
       [-1.60560248e-01],
       [-6.54133497e-01],
       [ 1.62967606e-02],
       [ 7.58643088e-01],
       [-6.01638093e-01],
       [-3.16722299e-01],
       [-9.61811255e-02],
       [ 7.04448525e-01],
       [ 2.66702224e-01],
       [-1.39883603e+00],
       [ 5.26596869e-01],
       [-5.45964029e-01],
       [-8.23468913e-02],
       [-8.90469758e-01],
       [ 1.44544515e-01],
       [-3.28124920e-01],
       [-2.31901142e-01],
       [-6.10949862e-01],
       [ 5.19232734e-01],
       [-4.78160222e-01],
       [-2.96431614e-01],
       [-2.67119859e-01],
       [-1.24089598e+00],
       [ 3.68720594e-01],
       [-2.25030215e-01],
       [-4.51170149e-01],
       [ 1.08674247e+00],
       [-9.59242280e-02],
       [-1.33372815e-02],
       [-1.12852722e-02],
       [-6.80212870e-01],
       [-1.77921818e-03],
       [ 9.62100798e-01],
       [ 3.22643318e-01],
       [-2.66053552e-01],
       [ 2.64987171e-01],
       [-1.67686419e-01],
       [ 4.98821364e-01],
       [ 1.49752249e-01],
       [-7.39088665e-01],
       [ 1.10152199e+00],
       [-2.47635892e-01],
       [ 1.52162013e-01],
       [ 3.07617340e-01],
       [ 6.48939988e-01],
       [ 5.22714456e-03],
       [ 1.09814368e-01],
       [-8.94138452e-02],
       [ 2.91178693e-03],
       [-1.60570553e-01],
       [-5.78864680e-01],
       [-1.08284419e-01],
       [-1.82321676e-01],
       [-8.53618194e-03],
       [-1.12988234e+00],
       [ 3.63073792e-01],
       [-8.16858407e-02],
       [-4.10031113e-01],
       [ 2.56377582e-01],
       [-3.51764284e-01],
       [-4.52878429e-01],
       [ 1.75702540e-01],
       [ 4.59601285e-01],
       [-6.09806542e-01],
       [-6.63356905e-01],
       [ 2.28223714e-02],
       [ 1.76525034e-01],
       [ 3.31787827e-01],
       [-4.74469125e-01],
       [-8.22198948e-02],
       [-8.76744000e-01],
       [-1.48666515e-01],
       [ 1.29628526e-01],
       [-4.50992581e-01],
       [-2.84090338e-01],
       [ 9.32947450e-02],
       [ 2.97782187e-01],
       [-1.28869684e+00],
       [-7.60415430e-01],
       [-2.83294790e-01],
       [-1.01871830e+00],
       [-3.72648920e-01],
       [-3.34825406e-01],
       [-7.62692986e-01],
       [-4.51665398e-01],
       [-2.04954702e-01],
       [-3.97649466e-01],
       [ 2.08531261e-02],
       [-6.01482739e-01],
       [-1.38159157e+00],
       [ 1.26334510e+00],
       [-6.70914440e-01],
       [ 7.36682119e-01],
       [ 8.53664753e-01],
       [ 2.82179598e-01],
       [ 3.21137629e-02],
       [-2.07727245e-01],
       [ 6.27813932e-01],
       [ 4.34435093e-01],
       [ 7.17261776e-01],
       [-1.06944271e+00],
       [-7.61399653e-01],
       [-5.18060131e-01],
       [ 5.50804309e-01],
       [-3.34227160e-01],
       [-1.02951588e+00],
       [-1.23848132e-01],
       [ 5.98591683e-01],
       [-7.56278661e-01],
       [ 2.99268039e-01],
       [-6.75289782e-01],
       [-7.22833470e-02],
       [-6.89794736e-01],
       [-1.80379069e-01],
       [-3.95652382e-01],
       [ 7.45208902e-01],
       [-8.99142963e-02],
       [ 8.29759527e-01],
       [-2.04737814e-01],
       [-2.49601722e-01],
       [ 6.93193137e-02],
       [-5.90591190e-01],
       [-4.34141342e-02],
       [-7.16670738e-01],
       [ 8.06428925e-01],
       [-1.15956676e+00],
       [ 4.83867881e-02],
       [-2.15195246e-01],
       [ 6.10380478e-01],
       [ 2.69828211e-01],
       [ 1.08066593e+00],
       [ 1.53181298e-01],
       [-2.54308958e-01],
       [ 3.56434470e-01],
       [ 2.44550707e-01],
       [-1.60054861e-01],
       [ 1.07603377e-01],
       [ 1.23495735e+00],
       [ 2.15635801e-01],
       [-8.22038799e-02],
       [ 3.32559703e-01],
       [ 3.61545120e-01],
       [-1.24356387e-01],
       [ 8.02212084e-01],
       [-1.16435760e+00],
       [-6.80191051e-01],
       [ 5.26090560e-01],
       [-1.96135815e-01],
       [ 7.68823599e-01],
       [-6.29714196e-01],
       [ 2.15958598e-01],
       [-1.94800403e-01],
       [-5.18368211e-01],
       [-8.33388184e-02],
       [-9.96732342e-01],
       [ 4.96923702e-01],
       [ 1.59383318e+00],
       [ 2.08638868e-01],
       [-6.28503328e-02],
       [-7.43391215e-01],
       [ 8.84155498e-01],
       [ 6.36732820e-02],
       [-9.27254584e-01],
       [-4.70532021e-01],
       [ 4.64457001e-02],
       [ 8.39626057e-01],
       [-3.22089286e-01],
       [-8.16547429e-01],
       [-4.80430914e-01],
       [-3.63361000e-01],
       [-2.99263622e-02],
       [-6.10578696e-01],
       [-8.00902496e-03],
       [-4.09199988e-01],
       [-5.23424560e-01],
       [ 1.75091266e-01],
       [ 3.86650339e-02],
       [ 7.39437798e-01],
       [ 4.29744813e-01],
       [ 1.00506637e-01],
       [ 2.90208421e-01],
       [-1.68408603e-01],
       [-4.64537103e-01],
       [ 2.15291254e-01],
       [ 1.35277419e-01],
       [-8.49768892e-01],
       [-9.35837907e-01],
       [-2.77258378e-01],
       [ 4.48707066e-02],
       [-8.94851493e-02],
       [-5.74477271e-01],
       [-3.41681947e-01],
       [-4.90931412e-01],
       [-6.11452864e-01],
       [-3.51515236e-02],
       [-3.57407789e-01],
       [-1.61217606e+00],
       [ 1.31826823e-01],
       [-9.13426566e-01],
       [-5.74158403e-03],
       [-4.95719432e-01],
       [-3.88552163e-02],
       [-5.91253454e-01],
       [ 8.04199738e-01],
       [-1.74605289e-01],
       [ 9.73027424e-01],
       [-5.08873040e-02],
       [ 1.30578576e-01],
       [ 1.06870555e+00],
       [ 3.85682602e-02],
       [-1.18277475e-01],
       [-5.70370741e-01],
       [ 2.81929540e-02],
       [ 5.81630682e-01],
       [-7.34760230e-01],
       [ 4.41558765e-01],
       [-1.90442110e-01],
       [ 3.17132562e-01],
       [ 1.04742531e-01],
       [ 4.03807507e-01],
       [-1.03275969e+00],
       [ 2.44842022e-02],
       [-5.51812805e-01],
       [-6.67266181e-03],
       [-5.05397539e-01],
       [ 2.17387435e-01],
       [ 5.86496679e-01],
       [-1.79510469e-01],
       [ 9.36365135e-01],
       [-3.12330674e-01],
       [-3.87004101e-01],
       [-2.56908801e-01],
       [ 1.57678527e-01],
       [-8.54313035e-01],
       [ 9.52011707e-01],
       [ 4.52193875e-01],
       [-1.75080727e-01],
       [-1.49276887e-01],
       [-8.53492814e-01],
       [ 7.64515020e-01],
       [-6.83079564e-01],
       [ 1.70952046e-01],
       [ 8.30135829e-01],
       [ 8.90378625e-01],
       [ 2.71867734e-01],
       [-1.87895138e-01],
       [ 2.08939486e-01],
       [ 1.96581887e-01],
       [-9.63349233e-01],
       [-2.38539869e-01],
       [ 2.49016337e-01],
       [-3.81236790e-01],
       [-2.89628357e-01],
       [-1.17772129e-02],
       [ 6.10901506e-01],
       [-6.33344613e-01],
       [ 4.00919990e-02],
       [-4.34560368e-01],
       [-8.75201083e-03],
       [-3.03617049e-01],
       [-1.44887954e-01],
       [ 4.25546121e-03],
       [-2.50730820e-01],
       [-1.76909981e-01],
       [-2.01462723e-02],
       [ 2.16822360e-01],
       [-4.71396915e-02],
       [-2.72033675e-01],
       [ 2.39150291e-02],
       [-1.05211349e-01],
       [-8.53652456e-02],
       [ 5.16882721e-03],
       [-2.69092161e-01],
       [ 2.75747779e-01],
       [ 1.51751998e-02],
       [-2.31959313e-01],
       [ 9.10302966e-02],
       [ 1.88505247e-01],
       [-2.16697007e-01],
       [ 1.71295480e-02],
       [ 4.72838139e-01],
       [-1.27258194e-01],
       [ 1.08005042e+00],
       [-2.61760402e-01],
       [-2.27961922e-01],
       [-2.53410907e-02],
       [-2.30344520e-02],
       [-2.83067734e-01],
       [ 3.58956827e-01],
       [ 3.31156773e-01],
       [-4.05192055e-02],
       [ 1.06373154e+00],
       [ 5.92720087e-02],
       [-1.23486017e-02],
       [ 1.44445496e-01],
       [-1.30723579e+00],
       [ 7.87615946e-01],
       [ 6.25764460e-03],
       [-1.70780080e-01],
       [-1.73372218e-03],
       [-5.11245148e-01],
       [-8.91502897e-02],
       [-4.56762365e-01],
       [-3.69876628e-01],
       [-6.36663225e-01],
       [-6.86643906e-02],
       [-4.04690727e-02],
       [ 4.02608680e-01],
       [-7.22451252e-01],
       [-2.02001747e-02],
       [-2.25260599e-02],
       [ 2.15287276e-01],
       [ 3.05769511e-01],
       [ 4.17586397e-03],
       [-1.99609250e-01],
       [-8.10299355e-02],
       [-5.45846526e-01],
       [ 1.01791780e-01],
       [ 2.02924719e-01],
       [ 5.66434605e-01],
       [-1.98043417e-01],
       [ 1.31562334e-01],
       [ 8.27055097e-03],
       [-2.47726232e-02],
       [ 8.72881559e-02],
       [-3.66041742e-01],
       [-2.74198826e-01],
       [ 2.08191285e-02],
       [-8.50288413e-01],
       [ 3.39880468e-02],
       [-1.23433694e-02],
       [ 4.65077190e-01],
       [-3.58665989e-01],
       [-4.57075594e-03],
       [-5.57187009e-01],
       [ 5.10861863e-03],
       [ 7.67696305e-02],
       [ 1.03051950e-01],
       [-5.32254613e-01],
       [-3.16166474e-01],
       [-1.06615594e+00],
       [ 4.88657257e-01],
       [-3.80852962e-01],
       [ 2.80331753e-01],
       [-3.91051829e-02],
       [ 2.21714204e-01],
       [ 5.52045819e-02],
       [-3.73597840e-02],
       [ 7.58932622e-01],
       [-2.33396791e-02],
       [-3.93232027e-02],
       [ 1.07614864e-01],
       [-9.99859431e-02],
       [-6.59051847e-01],
       [-1.52161828e-01],
       [-2.37782788e-01],
       [-3.83743001e-01],
       [-1.46437137e-01],
       [ 2.77216165e-03],
       [ 2.00151783e-01],
       [ 3.42659458e-01],
       [-3.53052655e-01],
       [-7.04986571e-03],
       [-2.65356685e-01],
       [-3.04229852e-02],
       [ 3.68969949e-01],
       [-1.18305965e-01],
       [-8.02792876e-02],
       [-1.51882161e+00],
       [ 1.82927617e-02],
       [ 6.05934868e-01],
       [-2.13268892e-01],
       [ 5.00412254e-01],
       [ 1.23987812e-01],
       [ 7.12012012e-01],
       [-1.82611097e-01],
       [ 2.61551022e-03],
       [-7.45294205e-01],
       [-1.02524169e-01],
       [ 7.79040379e-01],
       [ 5.19055081e-02],
       [-1.74264113e-01],
       [-5.18689931e-03],
       [ 1.12635044e-01],
       [ 6.93918500e-03],
       [ 2.46686323e-02],
       [-4.57047633e-03],
       [ 4.71315132e-01],
       [-3.72058396e-02],
       [ 9.15268585e-03],
       [ 1.92575830e-01],
       [-2.37956786e-02],
       [-2.55121922e-01],
       [ 3.81017205e-01],
       [-8.08356080e-01],
       [-7.66708137e-02],
       [ 4.55492933e-02],
       [-6.49939465e-02],
       [-2.90243020e-02],
       [ 5.43590113e-01],
       [-5.73642314e-02],
       [ 7.64647449e-01],
       [ 1.02707088e+00],
       [ 2.74956487e-01],
       [-1.00305318e+00],
       [ 5.95801346e-01],
       [ 6.82665281e-02],
       [ 3.48409091e-02],
       [-2.74299748e-03],
       [ 4.17499363e-02],
       [-1.65554279e-02],
       [ 1.01811799e-01],
       [-1.99805807e+00],
       [ 3.31704471e-01],
       [-3.44556666e-01],
       [ 1.86198497e-02],
       [ 3.22217279e-01],
       [-8.38891728e-01],
       [-1.04998664e-01],
       [-8.64081936e-03],
       [ 5.14049204e-01],
       [ 4.26158936e-01],
       [ 4.98447170e-01],
       [-2.14931284e-01],
       [-9.51691099e-02],
       [ 2.33561435e-01],
       [-1.45606331e-01],
       [-1.02113423e+00],
       [-4.53264634e-01],
       [-1.91348849e-01],
       [ 4.01273012e-01],
       [-8.19012792e-01],
       [-5.63701717e-01],
       [-1.37768174e-01],
       [ 8.15088254e-02],
       [ 6.82088569e-01],
       [ 4.75142869e-01],
       [ 4.11388039e-01],
       [ 6.91096781e-01],
       [-1.72619215e-01],
       [-1.59924655e-02],
       [ 1.64432580e-01],
       [ 9.53005947e-02],
       [ 5.10721188e-02],
       [-7.38764353e-01],
       [ 2.23976172e-01],
       [ 1.94727804e-02],
       [-8.62020285e-02],
       [ 3.52002705e-01],
       [ 5.48716897e-01],
       [ 1.91058092e-03],
       [-2.95389822e-01],
       [-5.83947859e-01],
       [ 2.66014407e-01],
       [ 9.48587361e-02],
       [ 6.75967137e-01],
       [-7.40333109e-03],
       [ 1.94344104e-01],
       [-2.74608097e-01],
       [ 4.56324646e-01],
       [-1.36767415e-02],
       [ 1.75743413e-01],
       [-4.16576015e-02],
       [-5.06581597e-01],
       [-5.05753540e-01],
       [ 2.59688634e-01],
       [ 2.22145180e-02],
       [ 3.50594906e-01],
       [-2.14382512e-01],
       [ 6.52713751e-02],
       [-1.99811952e-01],
       [-5.77120247e-01],
       [-8.18449693e-01],
       [-5.98851953e-01],
       [-7.32522437e-01],
       [ 2.65872612e-01],
       [ 8.93248751e-02],
       [ 1.12482103e-02],
       [ 5.16393015e-01],
       [ 1.01681692e-01],
       [ 1.00345346e+00],
       [-5.88428972e-01],
       [-3.89807520e-01],
       [-1.54396174e-01],
       [-1.10754981e-01],
       [ 3.75277935e-01],
       [ 1.35915464e-01],
       [ 1.08176249e-01],
       [ 8.33285028e-02],
       [ 4.73017418e-01],
       [ 9.02745992e-01],
       [-1.20824541e-01],
       [-2.56001221e-01],
       [-1.60167620e-01],
       [ 2.82803263e-01],
       [-1.86351558e-01],
       [ 4.07836587e-03],
       [-1.74726293e-01],
       [-2.18212604e-01],
       [ 4.06003355e-01],
       [ 3.99032637e-01],
       [ 5.62670864e-02],
       [-5.14833677e-03]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 2.11016862e-01],
       [-8.71974631e-01],
       [-2.48973962e-01],
       [ 2.09475087e-01],
       [ 8.25796226e-01],
       [ 2.95239842e-01],
       [ 7.22103588e-01],
       [-4.84282954e-01],
       [ 3.01770096e-01],
       [-2.85523836e-01],
       [-2.31345667e-01],
       [-2.81958374e-01],
       [ 6.55869283e-01],
       [-2.81074231e-01],
       [-1.50128663e-01],
       [-5.75827638e-01],
       [-5.82938459e-01],
       [ 6.12394800e-02],
       [ 1.14612921e+00],
       [ 6.22275714e-02],
       [-6.16309720e-01],
       [-4.60805081e-02],
       [ 1.64927174e-01],
       [ 3.20596571e-01],
       [ 3.10132348e-02],
       [-1.17995169e+00],
       [ 4.72078849e-01],
       [-3.89789102e-01],
       [-1.06075493e-01],
       [ 7.37951013e-01],
       [ 2.91921974e-01],
       [ 3.45966791e-01],
       [ 6.93775184e-01],
       [-1.55057358e-01],
       [-4.29878161e-01],
       [-8.26155712e-01],
       [ 5.88933094e-01],
       [-7.51907888e-03],
       [-8.39940666e-01],
       [-1.36344563e-02],
       [ 3.40995559e-01],
       [-8.89791325e-03],
       [-1.68241763e-01],
       [ 5.50184779e-01],
       [-1.03530370e+00],
       [ 4.24206713e-01],
       [-5.59057133e-01],
       [-4.89746073e-01],
       [-7.50457827e-02],
       [-2.54801480e-01],
       [-9.27548578e-01],
       [ 1.87305192e-01],
       [ 6.81854069e-02],
       [ 1.15161997e-01],
       [ 6.97435401e-01],
       [ 1.00119919e-01],
       [-3.21730366e-01],
       [-4.73123754e-01],
       [-2.69509712e-01],
       [-5.30679518e-01],
       [ 3.31174266e-01],
       [ 3.35692045e-01],
       [-3.63115620e-01],
       [-6.57622615e-02],
       [-3.04947299e-01],
       [ 6.56114611e-02],
       [-8.47886627e-01],
       [ 2.25517101e-01],
       [ 6.67516746e-01],
       [-8.21066393e-01],
       [ 1.64247401e-01],
       [-5.80006920e-01],
       [-4.56232849e-04],
       [-3.92982424e-01],
       [ 1.56513574e-01],
       [ 1.38446777e-01],
       [-6.05370760e-01],
       [-3.49770341e-01],
       [-1.04604647e-01],
       [ 1.10064342e-01],
       [-2.78949535e-01],
       [ 4.74899769e-01],
       [ 1.85619073e-01],
       [ 6.57997094e-02],
       [ 2.86460068e-01],
       [ 7.85734710e-01],
       [ 9.81345917e-01],
       [ 6.60655337e-01],
       [-2.58062170e-01],
       [-6.81963660e-01],
       [-9.53526083e-01],
       [ 6.67954286e-01],
       [ 2.49942119e-01],
       [ 9.50028732e-01],
       [ 1.35077949e-01],
       [ 4.69581164e-02],
       [-6.16023309e-01],
       [ 2.01070797e-01],
       [ 5.84715314e-01],
       [-3.46483413e-02],
       [-1.51134327e-01],
       [-4.89710534e-01],
       [ 3.71282285e-01],
       [-3.69641193e-01],
       [ 6.58750779e-01],
       [-4.77384243e-01],
       [-6.15036060e-01],
       [-3.18646572e-01],
       [-6.70052702e-02],
       [-6.27632283e-01],
       [-6.87062684e-01],
       [-5.01042965e-01],
       [-1.95743434e-02],
       [ 3.02988824e-01],
       [ 5.49408496e-01],
       [ 6.20835474e-01],
       [-6.89330618e-01],
       [ 2.56863451e-01],
       [-3.84788291e-01],
       [-3.25810822e-01],
       [-1.75252660e-02],
       [-2.57029164e-01],
       [ 6.50032090e-03],
       [ 6.44428766e-01],
       [-4.62122047e-01],
       [-5.23988365e-02],
       [ 4.33870021e-01],
       [-7.37390014e-01],
       [-1.76156835e-01],
       [ 5.73699461e-01],
       [-4.31382169e-01],
       [-3.71980423e-01],
       [ 4.30990510e-01],
       [ 5.00222698e-01],
       [-5.33676759e-02],
       [ 4.54047603e-01],
       [-1.41677586e-01],
       [-1.08242888e+00],
       [ 1.73634036e-01],
       [ 8.66682352e-01],
       [ 3.33137808e-02],
       [ 3.02866226e-01],
       [ 3.28988950e-01],
       [-2.80828800e-01],
       [ 3.13719285e-01],
       [ 9.43132842e-01],
       [-1.46019054e-01],
       [ 2.44459530e-01],
       [-6.12784945e-01],
       [ 1.39239099e+00],
       [-1.25957886e+00],
       [ 2.04130328e-01],
       [ 5.34357001e-01],
       [ 4.65933403e-01],
       [-1.81147132e-01],
       [-6.48459665e-01],
       [ 3.61939023e-01],
       [-9.04626933e-01],
       [ 2.88728654e-01],
       [-5.70847387e-01],
       [-2.05629606e-01],
       [-5.43127248e-01],
       [-3.07031407e-01],
       [ 1.31293685e-01],
       [ 1.62585645e-01],
       [-7.59811718e-01],
       [ 3.16608053e-01],
       [-2.47763182e-01],
       [-3.16393074e-01],
       [ 6.15439528e-01],
       [-1.52894143e-02],
       [-3.92705248e-01],
       [-4.90836233e-01],
       [-7.70196281e-01],
       [-8.04161447e-02],
       [-6.56208043e-01],
       [-3.53130002e-01],
       [ 4.45725118e-01],
       [-4.31681764e-01],
       [-4.03542810e-01],
       [ 2.31437560e-01],
       [-1.64857152e-01],
       [-9.84678140e-01],
       [-4.00603230e-01],
       [ 3.68265040e-01],
       [ 3.65931511e-01],
       [ 6.31992459e-01],
       [ 1.19439872e-01],
       [-6.40351412e-01],
       [-4.43696195e-01],
       [-7.87467393e-01],
       [-3.80057649e-01],
       [-7.07219342e-01],
       [ 4.32972402e-02],
       [ 4.51742646e-01],
       [-4.96780691e-01],
       [ 2.88989691e-01],
       [ 7.15193262e-03],
       [-2.81269295e-01],
       [-1.09633984e+00],
       [ 4.97449849e-01],
       [ 5.19862637e-01],
       [-5.26044997e-01],
       [ 9.15478910e-01],
       [ 8.20131345e-01],
       [-3.07123130e-01],
       [-8.88298271e-01],
       [-3.51823207e-02],
       [ 3.44684376e-01],
       [ 2.15693887e-01],
       [-1.48442508e+00],
       [ 1.04437800e+00],
       [-1.00770861e-03],
       [-2.16471254e-01],
       [ 2.43372730e-01],
       [ 7.47825723e-02],
       [-5.05705645e-02],
       [-2.05137282e-01],
       [ 3.52439092e-01],
       [ 6.30857182e-01],
       [ 6.46546841e-01],
       [-5.86164069e-02],
       [ 4.59361952e-02],
       [ 3.35090529e-01],
       [ 7.58618042e-01],
       [ 5.56966139e-01],
       [ 8.12143116e-01],
       [ 2.57967447e-01],
       [ 1.17463929e+00],
       [ 4.60698153e-01],
       [ 3.09476955e-01],
       [ 7.08117386e-01],
       [-3.31923692e-01],
       [-3.66565505e-01],
       [-6.27689646e-01],
       [-6.16626076e-02],
       [ 1.20544723e+00],
       [-5.93306358e-01],
       [ 3.88798052e-01],
       [-6.22224951e-01],
       [-6.09493385e-01],
       [ 5.57103594e-02],
       [-2.66384412e-02],
       [-3.83012475e-01],
       [ 2.67170013e-01],
       [ 1.15219386e-01],
       [-4.38454973e-01],
       [-2.24888884e-01],
       [ 4.31646380e-01],
       [ 3.67230412e-02],
       [-3.88667589e-01],
       [-2.83482184e-01],
       [-1.11960071e-01],
       [-3.15917778e-01],
       [-2.41029945e-01],
       [-3.52890122e-01],
       [-3.49734981e-02],
       [-2.84474291e-01],
       [-3.58987690e-01],
       [ 4.65835366e-01],
       [-8.01143872e-01],
       [ 5.60099476e-01],
       [-7.96954638e-03],
       [ 3.42744915e-01],
       [ 6.65342846e-01],
       [ 2.83795897e-01],
       [ 1.69582612e-01],
       [-6.03126185e-01],
       [ 4.21849958e-01],
       [-1.00114327e+00],
       [ 1.06179549e+00],
       [-2.90541734e-01],
       [ 2.19212747e-01],
       [-8.51937475e-01],
       [ 5.39414899e-01],
       [ 7.82148474e-01],
       [ 9.70218958e-02],
       [-2.54733759e-01],
       [ 2.61614229e-01],
       [-6.90225194e-01],
       [ 8.77088203e-01],
       [ 5.25602368e-01],
       [ 8.53635428e-01],
       [-1.10634669e+00],
       [ 2.28492541e-01],
       [-2.57785288e-01],
       [ 5.67063766e-01],
       [ 8.98955027e-03],
       [ 8.69922120e-01],
       [ 4.40940209e-01],
       [-1.89719570e-01],
       [-1.27330492e-01],
       [ 7.75265166e-01],
       [-7.86006913e-01],
       [-1.10887629e+00],
       [ 3.25530454e-01],
       [ 7.85815954e-02],
       [ 5.58053076e-01],
       [ 2.00971174e-01],
       [-2.42346998e-01],
       [ 9.12150375e-01],
       [-1.02390856e+00],
       [ 9.61522586e-02],
       [ 1.20743651e-01],
       [-6.04573243e-01],
       [ 4.75075697e-01],
       [ 3.43245976e-01],
       [ 6.09614623e-02],
       [ 3.36044894e-01],
       [ 3.24856966e-01],
       [ 1.21760911e+00],
       [ 4.61263430e-02],
       [ 7.13309661e-02],
       [ 4.48925781e-01],
       [-1.70886760e-01],
       [-7.16943233e-01],
       [-1.40876358e-02],
       [-2.57585065e-01],
       [-2.52754036e-01],
       [ 5.35148668e-01],
       [ 2.88725333e-01],
       [ 8.91691906e-01],
       [ 5.00808813e-01],
       [ 4.08249628e-01],
       [ 5.73238160e-01],
       [ 7.16557577e-01],
       [-7.44108553e-01],
       [ 1.71874620e-01],
       [ 4.08379688e-01],
       [-2.55713691e-01],
       [-5.21180934e-01],
       [ 1.41112652e+00],
       [ 3.78061830e-01],
       [ 1.58296295e-02],
       [ 5.69978813e-01],
       [ 1.14595735e+00],
       [ 5.72235268e-01],
       [-6.73648948e-02],
       [ 3.03002391e-01],
       [-9.60762612e-01],
       [ 6.96540680e-01],
       [ 1.06794346e+00],
       [ 9.54781905e-01],
       [-3.67678486e-01],
       [-7.05278518e-01],
       [-6.98408496e-02],
       [ 3.72783171e-01],
       [ 1.14424119e+00],
       [-5.50366355e-01],
       [-2.52366852e-01],
       [ 1.98853457e-01],
       [ 1.19663096e-01],
       [ 2.43689534e-01],
       [ 6.12839413e-01],
       [-2.61505812e-01],
       [ 5.22102093e-01],
       [-3.79056739e-01],
       [ 6.57048422e-01],
       [-5.27969371e-01],
       [ 4.11616929e-01],
       [ 6.88030179e-02],
       [ 3.60530277e-01],
       [ 1.20421303e+00],
       [ 2.92592835e-01],
       [ 8.43214968e-02],
       [ 4.58344931e-01],
       [-3.47903452e-01],
       [-2.19805498e-01],
       [ 3.48894378e-01],
       [-8.55356103e-01],
       [ 5.32515486e-01],
       [-5.17630908e-01],
       [-6.84716915e-01],
       [ 2.87551046e-01],
       [ 1.50838728e-01],
       [-6.40078396e-01],
       [-8.39296940e-01],
       [-5.43586988e-01],
       [ 2.47511979e-02],
       [ 1.09029632e-01],
       [ 2.34817053e-01],
       [ 2.40805552e-01],
       [ 3.42826473e-01],
       [-2.37345388e-02],
       [-2.24849072e-01],
       [ 1.34020888e-01],
       [ 1.60225704e-01],
       [ 4.72645947e-02],
       [-6.55867180e-02],
       [ 5.39768913e-02],
       [ 4.88370474e-02],
       [ 1.16837955e+00],
       [ 6.70634251e-02],
       [ 3.51346408e-01],
       [-9.60399577e-01],
       [-6.48149307e-04],
       [-1.00917032e+00],
       [ 6.11917517e-01],
       [-1.03020486e-01],
       [ 1.36890334e+00],
       [ 1.59471844e-01],
       [ 3.26588253e-01],
       [-5.04532923e-01],
