,4.6_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 2.94401980e-01],
       [-8.45087790e-01],
       [ 7.91293821e-01],
       [ 4.90728569e-02],
       [-9.45823950e-01],
       [-2.03483817e-01],
       [ 7.49814822e-02],
       [-7.12854334e-01],
       [-9.45026135e-03],
       [-3.07267257e-01],
       [ 7.77763881e-03],
       [ 3.21118360e-01],
       [ 4.06283931e-01],
       [-5.93553072e-01],
       [ 5.64246952e-01],
       [ 5.84527044e-01],
       [ 8.99167828e-02],
       [-5.53562690e-02],
       [ 9.60935535e-01],
       [-7.41790255e-01],
       [ 2.94459065e-01],
       [ 1.31257017e-01],
       [-3.69500205e-01],
       [-6.88885899e-02],
       [ 3.09186858e-01],
       [-7.23867151e-02],
       [ 5.34774198e-01],
       [-9.51818973e-02],
       [-2.34710411e-01],
       [ 4.26055711e-01],
       [ 9.55051427e-01],
       [-3.94291152e-01],
       [ 3.70013376e-01],
       [ 1.51633794e-01],
       [ 7.90682938e-01],
       [ 3.49803362e-01],
       [-4.55633400e-01],
       [ 5.91057428e-02],
       [-5.05384037e-02],
       [ 1.50778767e-02],
       [ 1.91706851e-01],
       [ 3.08585742e-01],
       [ 1.12932381e-01],
       [ 8.27902398e-01],
       [ 6.89466703e-01],
       [-4.48291222e-03],
       [-1.62335093e-02],
       [ 1.89981337e-01],
       [ 2.20394274e-01],
       [-2.18144080e-01],
       [-8.18580675e-01],
       [-8.12300656e-01],
       [ 2.75955606e-01],
       [-5.07543164e-01],
       [-9.39302522e-02],
       [-1.33810589e-01],
       [-1.40520090e-01],
       [-9.40589014e-01],
       [-4.21702078e-02],
       [ 1.76660464e-01],
       [-1.21879235e-01],
       [-4.58206019e-01],
       [ 2.16480158e-01],
       [ 6.15653015e-01],
       [ 2.54290449e-01],
       [-6.13530819e-01],
       [-2.56731241e-01],
       [-8.46638020e-01],
       [-1.18074751e-01],
       [-9.46095747e-01],
       [-3.36221617e-01],
       [-5.00278982e-02],
       [ 4.34570746e-01],
       [-1.34381349e-01],
       [-1.05675627e-01],
       [ 1.24380533e-01],
       [ 4.28958014e-01],
       [ 6.68299631e-01],
       [-5.07006307e-01],
       [-3.36035893e-01],
       [-4.15161503e-01],
       [-2.25932351e-01],
       [ 7.26087138e-02],
       [-4.65171492e-02],
       [-9.56656579e-01],
       [ 1.48952695e-01],
       [ 9.22032078e-02],
       [-1.04820684e-02],
       [-3.67899027e-01],
       [-7.34097399e-01],
       [ 2.32876468e-01],
       [-1.17830236e+00],
       [ 4.45973768e-01],
       [-1.02530035e-01],
       [-2.30993953e-01],
       [ 9.06410022e-01],
       [-2.96471246e-02],
       [-2.04405893e-02],
       [-1.15024911e-01],
       [-6.32367968e-02],
       [-2.47886368e-01],
       [-7.09186479e-01],
       [ 3.98328436e-01],
       [ 9.14509752e-01],
       [ 2.90352931e-02],
       [-4.83810646e-01],
       [-3.90773420e-01],
       [ 4.21156849e-01],
       [ 4.37154459e-01],
       [-4.93168407e-01],
       [-9.15880194e-01],
       [ 1.04773289e+00],
       [-5.62649954e-01],
       [ 1.80028651e-01],
       [ 1.00904020e+00],
       [-3.80565982e-02],
       [-1.35755567e-01],
       [-1.47119742e-01],
       [-2.04863841e-01],
       [-4.90967383e-01],
       [ 3.83596767e-01],
       [ 4.36542150e-01],
       [ 1.42168331e-01],
       [-4.30202204e-02],
       [-5.93587551e-01],
       [ 1.96938761e-01],
       [-7.47814490e-01],
       [ 5.39074972e-01],
       [ 5.93626695e-01],
       [ 1.16486007e-01],
       [ 1.12129522e+00],
       [-9.18212776e-01],
       [ 4.36663072e-02],
       [ 2.51376805e-01],
       [-7.94358154e-01],
       [-1.49504936e-01],
       [-2.12905299e-02],
       [ 4.09884677e-01],
       [-2.53584657e-01],
       [-2.10463506e-01],
       [-6.70452145e-01],
       [ 4.57651948e-01],
       [ 2.63517592e-01],
       [-1.20430585e-01],
       [-6.36252589e-01],
       [-6.17609794e-01],
       [-2.66729089e-01],
       [ 8.45911841e-01],
       [ 1.23140044e-01],
       [ 7.85235231e-01],
       [-1.31172225e+00],
       [ 8.19509780e-01],
       [-2.32781138e-01],
       [-7.16885430e-02],
       [ 1.52984680e-01],
       [ 5.04448727e-01],
       [-8.82058963e-01],
       [ 1.70666006e-02],
       [-1.40970146e-02],
       [ 3.08983976e-01],
       [-7.63512388e-01],
       [-5.06460307e-02],
       [ 2.73946551e-01],
       [ 8.16862986e-01],
       [-1.97946261e-01],
       [-4.07205398e-01],
       [ 1.08931156e+00],
       [ 1.39937414e-01],
       [-1.08398705e+00],
       [ 8.17426162e-01],
       [-4.05956504e-01],
       [-6.68946751e-02],
       [ 1.66017748e-01],
       [-5.29470143e-01],
       [-4.84173986e-02],
       [ 4.74509746e-01],
       [-3.71450545e-01],
       [-5.18700320e-01],
       [ 8.14473181e-01],
       [ 1.39932147e-02],
       [ 1.01600987e-01],
       [ 1.42028360e-01],
       [-7.39664135e-01],
       [-2.85852589e-01],
       [ 6.84996433e-01],
       [-6.81576523e-01],
       [ 9.14680120e-02],
       [ 3.17451033e-01],
       [ 5.87850833e-01],
       [-8.57188368e-01],
       [ 3.47610387e-01],
       [-7.88832239e-01],
       [-8.78518230e-02],
       [ 1.00813915e+00],
       [-3.86522451e-03],
       [ 9.06589335e-02],
       [ 9.47733662e-01],
       [ 2.37429849e-01],
       [-1.37742356e-02],
       [ 8.03464009e-02],
       [-1.41221986e-01],
       [ 1.50332089e-01],
       [ 3.46067951e-01],
       [-8.13656168e-01],
       [ 4.29126462e-01],
       [-2.12779689e-02],
       [-8.69172832e-01],
       [ 3.25090696e-01],
       [-2.80468349e-01],
       [-8.80323254e-02],
       [ 2.66369170e-01],
       [-5.20986106e-02],
       [ 2.43334655e-02],
       [ 4.28916877e-02],
       [ 5.06447077e-01],
       [-9.10813638e-01],
       [-7.61793917e-01],
       [-1.00060673e+00],
       [ 4.69580014e-01],
       [-8.06234306e-01],
       [ 3.73849816e-02],
       [-9.75399025e-02],
       [ 7.85911762e-01],
       [-5.18015890e-02],
       [-2.38453518e-01],
       [ 5.37061857e-02],
       [ 4.15946533e-01],
       [-1.07202634e-01],
       [ 4.24609484e-01],
       [-2.22406645e-02],
       [-2.69079444e-01],
       [ 1.93416160e-01],
       [ 3.76257315e-01],
       [ 3.76798101e-01],
       [ 1.20720737e-01],
       [ 4.34256817e-01],
       [-5.30296029e-02],
       [-7.38431386e-01],
       [ 5.53933174e-03],
       [ 7.63236524e-01],
       [-6.23433629e-02],
       [ 2.03870884e-01],
       [ 8.60116666e-01],
       [-3.75785703e-02],
       [ 5.48153939e-01],
       [-9.99186266e-02],
       [ 3.42795982e-01],
       [-3.64190195e-01],
       [-3.32754033e-01],
       [ 8.53778025e-01],
       [-1.00061620e+00],
       [ 2.04326344e-01],
       [-1.31152857e+00],
       [-1.54599837e-01],
       [ 1.08964767e+00],
       [ 4.19311669e-01],
       [-2.88270712e-01],
       [-2.01172120e-01],
       [-3.73444784e-03],
       [ 8.43464352e-01],
       [ 6.35940317e-01],
       [ 1.61638422e-01],
       [ 3.32219737e-01],
       [ 9.60889462e-02],
       [-2.29747715e-01],
       [-6.39733216e-02],
       [-4.86850629e-01],
       [ 7.94550396e-01],
       [ 4.43697299e-01],
       [-3.63194859e-01],
       [ 1.41984556e-01],
       [ 2.73367627e-01],
       [-2.59390152e-01],
       [-5.28423410e-03],
       [-7.80469363e-01],
       [ 2.95174939e-01],
       [ 5.28898353e-02],
       [ 4.65734895e-01],
       [-4.91959048e-01],
       [-5.27485058e-02],
       [-9.72954009e-02],
       [-5.80651955e-01],
       [-3.60317431e-01],
       [-4.40415566e-01],
       [ 4.73701767e-02],
       [ 6.12118945e-01],
       [-2.90123182e-01],
       [-1.54063868e-01],
       [ 2.04688870e-01],
       [-2.82662273e-01],
       [-3.76280951e-03],
       [-5.29237551e-01],
       [-3.43731280e-01],
       [ 2.60773409e-01],
       [-1.67509579e-01],
       [-2.87687977e-01],
       [-1.01213499e+00],
       [ 5.76037372e-01],
       [-7.24115800e-01],
       [ 1.31493646e-03],
       [-2.06127252e-01],
       [-2.64298194e-01],
       [ 4.20604440e-03],
       [-6.57039731e-02],
       [-7.67840355e-02],
       [ 3.64653250e-01],
       [-5.13598122e-02],
       [ 6.53227518e-01],
       [ 2.16872929e-01],
       [ 1.33595186e-01],
       [-4.09441918e-02],
       [-1.75176082e-01],
       [ 2.70161051e-01],
       [-5.34411984e-01],
       [-1.04767500e-03],
       [ 1.71796991e-01],
       [ 1.86745767e-01],
       [ 2.56272052e-01],
       [-6.42632297e-02],
       [-1.01884378e+00],
       [ 2.03186555e-01],
       [-3.06586865e-01],
       [-2.73746837e-01],
       [-2.58653990e-02],
       [-5.28129749e-02],
       [-5.28466560e-01],
       [ 4.93963042e-02],
       [ 1.02979475e-03],
       [-1.72342051e-01],
       [ 7.47170373e-02],
       [ 1.34988175e-01],
       [ 2.11552217e-02],
       [-9.54528341e-02],
       [-4.92765766e-02],
       [ 4.94194752e-03],
       [-1.62063345e-01],
       [ 5.38871457e-01],
       [ 5.82014210e-02],
       [-7.21742918e-01],
       [ 1.66460363e-02],
       [-1.83905254e-01],
       [-2.43764699e-01],
       [ 1.41897712e-02],
       [ 6.41806564e-02],
       [ 7.17157997e-01],
       [-4.40614591e-01],
       [ 6.55212169e-01],
       [-9.53116235e-02],
       [ 2.12355164e-01],
       [ 5.30175399e-02],
       [ 9.16787250e-01],
       [-4.38878617e-01],
       [ 3.91880704e-01],
       [ 1.31034483e-01],
       [ 1.10078023e+00],
       [-4.60830927e-01],
       [ 6.96872599e-02],
       [ 8.54742570e-01],
       [ 3.06343776e-01],
       [-3.29556705e-01],
       [-8.79211995e-02],
       [ 7.35122728e-02],
       [ 6.99034983e-01],
       [-3.97444818e-02],
       [-9.12033596e-01],
       [-4.73756313e-01],
       [ 9.18798082e-01],
       [ 5.36049132e-01],
       [ 1.38245633e-01],
       [ 5.90787223e-02],
       [ 1.31769345e-02],
       [-2.24437696e-01],
       [ 6.07370199e-01],
       [-3.17920112e-01],
       [ 5.25446244e-02],
       [-2.89288502e-01],
       [-1.49278923e-01],
       [-2.05859541e-01],
       [ 7.09014680e-01],
       [ 3.85209531e-02],
       [-2.31440028e-01],
       [ 1.00499444e+00],
       [ 3.49789388e-02],
       [ 4.23372571e-01],
       [-1.14021715e-01],
       [ 2.49735763e-01],
       [-4.40225672e-01],
       [ 5.00923752e-01],
       [ 8.45691647e-02],
       [ 1.33943047e-01],
       [ 7.03449707e-02],
       [ 2.45692840e-02],
       [-9.12792500e-02],
       [ 3.80613200e-01],
       [-7.50662232e-02],
       [ 5.48636532e-03],
       [ 2.69437582e-01],
       [-4.63145178e-01],
       [ 9.86604617e-02],
       [ 5.14813792e-01],
       [ 1.21666570e-01],
       [ 6.80191118e-01],
       [-6.72746775e-01],
       [-2.65835920e-02],
       [-3.26587712e-01],
       [ 7.85303251e-02],
       [-4.63507926e-01],
       [ 1.08942855e+00],
       [-4.13072631e-01],
       [-2.42287807e-02],
       [ 6.09901495e-01],
       [ 4.14552819e-01],
       [-2.96561803e-02],
       [-1.97174854e-01],
       [-4.92244736e-01],
       [ 1.79660831e-01],
       [ 2.09281680e-01],
       [ 2.87396518e-01],
       [ 5.93161282e-02],
       [ 6.81475432e-01],
       [ 4.90463734e-01],
       [ 1.12452936e-01],
       [-2.76609673e-02],
       [ 4.66981999e-01],
       [-5.88153602e-02],
       [ 3.46977742e-01],
       [ 7.77036178e-02],
       [ 6.11514006e-03],
       [-1.89375509e-01],
       [-1.60963822e-01],
       [ 2.05109846e-01],
       [ 1.19078989e+00],
       [ 3.67144323e-01],
       [-3.60608832e-01],
       [-1.34701374e-03],
       [ 4.75751785e-02],
       [ 9.94359161e-01],
       [-8.78591799e-02],
       [ 2.39232565e-01],
       [-1.58420743e-02],
       [ 8.29821729e-01],
       [-1.32112420e-02],
       [-6.42918978e-01],
       [-2.72861702e-02],
       [ 2.02215836e-01],
       [ 7.95140158e-02],
       [ 8.15633982e-03],
       [ 4.45099598e-02],
       [-3.44424785e-02],
       [-3.46075670e-01],
       [-1.46669470e-03],
       [ 7.98497613e-01],
       [-6.91352898e-04],
       [-4.18687455e-01],
       [-6.05136629e-01],
       [ 1.32961565e-01],
       [-1.09044521e-01],
       [-9.05996357e-01],
       [-1.12704139e-02],
       [-2.97531666e-01],
       [ 3.87478294e-01],
       [-3.49020811e-01],
       [-1.15931916e-01],
       [ 2.50165180e-01],
       [ 2.16795692e-01],
       [ 6.22005431e-01],
       [ 6.25883735e-01],
       [ 3.29300098e-03],
       [ 1.12471985e-02],
       [ 5.96051968e-02],
       [-6.30569612e-01],
       [ 8.82929015e-01],
       [-4.46251302e-01],
       [-3.51845739e-02],
       [ 2.14123430e-01],
       [-2.51599255e-01],
       [ 4.02591996e-01],
       [ 1.48387567e-02],
       [-7.84945690e-02],
       [-1.39609733e-02],
       [-8.00929507e-01],
       [-2.62963631e-01],
       [-1.90684299e-01],
       [-7.50442495e-01],
       [ 5.67843298e-02],
       [-4.29052344e-01],
       [ 8.83658754e-02],
       [-9.14055598e-02],
       [-2.18031035e-01],
       [-1.68863548e-01],
       [ 1.97578199e-01],
       [ 8.49100085e-01],
       [-1.63599500e-02],
       [ 9.89031654e-01],
       [-6.08320291e-02],
       [ 1.78573390e-02],
       [-5.11401189e-01],
       [-1.74313184e-01],
       [ 4.71931644e-01],
       [ 6.31097467e-02],
       [-3.58287621e-03],
       [-2.70701108e-01],
       [ 5.37381776e-01],
       [-8.47015816e-01],
       [ 1.95998606e-01],
       [ 6.73637344e-01],
       [-2.99119315e-01],
       [ 3.97807063e-01],
       [-1.06159814e-01],
       [-2.91308475e-01],
       [ 2.02141808e-01],
       [-1.98937130e-01],
       [ 8.46095680e-02],
       [-6.54172924e-03],
       [-2.15552783e-01],
       [-3.63250785e-01],
       [ 2.83145525e-01],
       [ 9.35948650e-02],
       [-3.29911881e-01],
       [-1.70820965e-01],
       [ 3.76934665e-02],
       [-1.69778295e-01],
       [-2.32111754e-01],
       [ 4.92903604e-02],
       [-2.84469310e-01],
       [ 6.14494894e-01],
       [ 5.12091816e-01],
       [-5.34943369e-02],
       [-1.20725545e-01],
       [ 3.18099366e-03],
       [-3.66058604e-01],
       [-5.59468055e-03],
       [ 1.75582091e-01],
       [-3.10061692e-02],
       [-8.18554361e-01],
       [ 3.33883727e-03],
       [ 4.92819013e-01],
       [ 4.33481161e-01],
       [ 1.78145683e-01],
       [ 5.54467513e-01],
       [ 4.66102990e-01],
       [ 5.51967589e-02],
       [ 6.23215021e-01],
       [ 1.20983872e-01],
       [-3.98316919e-01],
       [ 4.42337910e-01],
       [-5.74712438e-01],
       [ 7.15816509e-03],
       [ 1.71246605e-01],
       [ 2.42306574e-02],
       [ 1.55638500e-02],
       [ 1.27451824e-01],
       [ 7.55890008e-02],
       [-8.99351904e-03],
       [ 7.63012171e-02],
       [ 6.47195706e-03],
       [-9.30717115e-02],
       [ 3.52585390e-01],
       [-2.50138992e-03],
       [-6.09439384e-02],
       [ 2.88441939e-02],
       [-2.08468395e-02],
       [ 2.90112845e-01],
       [ 3.57434817e-02],
       [ 1.33375278e-02],
       [ 7.47221465e-02],
       [-1.01417366e+00],
       [ 3.50403978e-01],
       [-6.99635212e-01],
       [-2.89618109e-03],
       [ 8.88572376e-01],
       [ 2.61809404e-01],
       [ 4.99147529e-02],
       [-5.41387421e-03],
       [ 5.16609671e-01],
       [ 9.44311970e-02],
       [-7.42736391e-03],
       [-1.22345963e-01],
       [ 7.27142068e-02],
       [-3.28402808e-01],
       [ 7.10210853e-01],
       [ 6.55343187e-03],
       [-5.70600099e-02],
       [ 2.87272021e-01],
       [-4.24806937e-04],
       [-8.38802415e-02],
       [ 1.13739636e-03],
       [ 2.07579737e-01],
       [-1.02090054e-01],
       [-2.11207731e-01],
       [ 3.03751839e-01],
       [-5.73405297e-01],
       [-2.50792583e-04],
       [-2.64155053e-01],
       [-9.56197570e-02],
       [ 1.54504038e-01],
       [ 4.42019145e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 8.24722076e-01],
       [ 1.69625466e-02],
       [-1.28325384e+00],
       [ 7.71823966e-02],
       [-1.95854887e-01],
       [-1.21388654e-01],
       [-2.69177694e-02],
       [ 6.50294537e-01],
       [ 3.54284376e-01],
       [-1.06261141e-01],
       [ 1.23672156e+00],
       [-2.61111459e-01],
       [-8.85575543e-02],
       [ 3.03628431e-01],
       [ 9.04429022e-02],
       [ 2.19954630e-01],
       [-8.37650666e-01],
       [ 3.23758133e-01],
       [-3.79677925e-01],
       [-1.05342802e-01],
       [ 1.64206310e-01],
       [ 6.03181988e-02],
       [ 9.21978716e-02],
       [-9.09822237e-01],
       [-6.86612010e-01],
       [-4.70132446e-01],
       [ 1.02675430e+00],
       [ 7.10632683e-02],
       [-5.76144786e-01],
       [ 5.11983155e-01],
       [-3.06113540e-01],
       [-9.62717723e-01],
       [-2.25499396e-01],
       [ 8.19456489e-02],
       [-4.55061171e-01],
       [ 1.51507040e-01],
       [-1.52581216e-01],
       [ 2.54317262e-01],
       [-1.50191692e-01],
       [-9.56637679e-02],
       [-4.32926595e-01],
       [-3.17703610e-01],
       [-5.97089697e-03],
       [ 4.17162031e-01],
       [ 4.21793631e-01],
       [ 1.37221953e-01],
       [ 6.02511198e-01],
       [-4.06590519e-01],
       [-7.57305083e-02],
       [-3.28957634e-01],
       [ 4.31154408e-01],
       [ 2.73503830e-01],
       [-3.47906317e-01],
       [-6.15711406e-01],
       [-6.14967759e-02],
       [-1.87194122e-01],
       [ 5.28571835e-02],
       [-4.56336740e-01],
       [-9.69863958e-01],
       [ 3.83247493e-01],
       [-5.57292946e-01],
       [ 3.56976309e-01],
       [-1.44608514e-01],
       [-1.86404621e-01],
       [-6.18517194e-01],
       [ 5.00606204e-01],
       [ 4.62700196e-01],
       [ 1.60987129e-01],
       [-3.15268704e-02],
       [ 5.92874836e-01],
       [ 4.09180310e-01],
       [-1.31163258e-01],
       [-3.45324797e-01],
       [ 1.00368434e+00],
       [ 4.73336210e-01],
       [ 1.00932761e-02],
       [ 9.94722349e-01],
       [ 1.07561508e-01],
       [-1.14090862e+00],
       [ 6.19068599e-02],
       [ 1.93048788e-02],
       [ 1.16039204e+00],
       [-6.52802450e-01],
       [ 6.12791566e-01],
       [-5.35036475e-01],
       [-2.68299683e-01],
       [ 1.38123933e+00],
       [-5.48144325e-01],
       [ 3.14098458e-01],
       [-9.86075682e-01],
       [ 5.88528320e-01],
       [ 2.04797535e-01],
       [-1.22861982e-01],
       [ 3.13623057e-01],
       [ 1.58795317e-01],
       [-1.18502219e-01],
       [-3.56261435e-02],
       [-5.98337159e-01],
       [ 1.25862375e-02],
       [-3.34337753e-01],
       [-8.70174608e-02],
       [-5.46996478e-01],
       [-1.87352047e-01],
       [-3.61328597e-01],
       [-3.85747913e-01],
       [ 2.50491268e-01],
       [ 3.58465096e-01],
       [ 1.30530718e+00],
       [ 2.27520574e-01],
       [ 7.77716561e-01],
       [-4.47281638e-01],
       [ 4.28915476e-01],
       [-1.36525170e-01],
       [ 6.72197272e-02],
       [-8.06833602e-01],
       [ 4.65799775e-01],
       [-2.33986282e-02],
       [-9.88303383e-01],
       [-3.77654805e-01],
       [ 4.26299973e-02],
       [-1.03702880e+00],
       [-7.52996264e-01],
       [-1.81371468e-02],
       [-1.06533215e+00],
       [ 7.45450895e-02],
       [ 2.23145575e-01],
       [ 1.92060025e-01],
       [-5.16854241e-01],
       [ 1.90323071e-01],
       [-1.62114868e-01],
       [-2.13326266e-01],
       [-1.31943261e+00],
       [ 2.33394065e-01],
       [-1.03197006e-01],
       [ 6.40300992e-01],
       [-1.32236784e+00],
       [ 4.42207862e-01],
       [ 2.65163972e-01],
       [ 3.45200091e-01],
       [-5.01183538e-01],
       [-2.59535941e-01],
       [ 7.26478639e-01],
       [ 5.99108569e-01],
       [-1.80875546e-01],
       [-7.48053273e-01],
       [ 2.07447388e-01],
       [-2.84819345e-01],
       [-1.19109866e+00],
       [-9.50567931e-01],
       [-5.49935976e-01],
       [ 7.38533710e-02],
       [ 4.75106232e-01],
       [-2.50563649e-01],
       [-8.67997836e-01],
       [ 5.40452081e-01],
       [ 9.78320299e-01],
       [-7.54328282e-02],
       [ 8.17811669e-01],
       [-5.99314254e-01],
       [-3.63446438e-01],
       [-2.44290773e-01],
       [-7.69086764e-01],
       [ 5.37792116e-01],
       [ 9.01811684e-02],
       [-9.16978515e-02],
       [ 2.08303604e-01],
       [ 9.11896788e-02],
       [ 2.66712710e-01],
       [ 3.37508943e-03],
       [ 4.81353846e-01],
       [-6.41199577e-01],
       [ 4.27821321e-01],
       [-5.32946309e-01],
       [-3.03544211e-01],
       [-1.13175383e-01],
       [ 9.26346912e-01],
       [-1.06404885e+00],
       [ 6.24741008e-01],
       [-1.89346953e-01],
       [-2.59237116e-01],
       [ 3.91035966e-01],
       [ 7.27148821e-01],
       [ 6.12123742e-01],
       [ 5.84666136e-01],
       [ 5.92952987e-01],
       [ 1.15155414e-01],
       [ 1.46477609e+00],
       [-3.58936321e-01],
       [ 1.06573178e+00],
       [ 3.24340058e-01],
       [-4.29142928e-01],
       [-1.69637423e-01],
       [-2.14821705e-01],
       [-7.53808249e-01],
       [-8.24206425e-01],
       [ 6.04075532e-01],
       [-8.05226419e-01],
       [-7.40780738e-01],
       [ 4.08962132e-01],
       [-8.08443145e-01],
       [ 7.77609663e-01],
       [-1.20106394e+00],
       [-9.24536534e-02],
       [-4.70165330e-01],
       [ 3.65581537e-01],
       [ 5.73868633e-01],
       [-1.19260190e+00],
       [ 9.43719724e-02],
       [ 1.07591670e+00],
       [-6.04670714e-01],
       [ 1.56862211e+00],
       [-2.56922311e-01],
       [ 7.15170668e-01],
       [-7.90316829e-02],
       [-1.10744446e+00],
       [ 9.72815726e-01],
       [ 6.98920350e-02],
       [-3.46590341e-01],
       [-6.31197057e-02],
       [ 4.40988767e-01],
       [-2.73397945e-01],
       [-1.11872048e+00],
       [-8.36386193e-04],
       [ 9.26424005e-01],
       [ 3.15527016e-01],
       [-4.92454122e-01],
       [-4.42975447e-02],
       [ 1.24552309e-01],
       [ 2.05479220e-01],
       [-1.34260441e-01],
       [ 4.82935622e-01],
       [ 4.81885739e-01],
       [-3.25608499e-01],
       [ 3.14045010e-01],
       [ 3.84342928e-01],
       [ 7.08093324e-01],
       [-7.97380665e-01],
       [ 5.00704074e-01],
       [-6.18377085e-01],
       [ 2.26084678e-01],
       [ 3.69715093e-01],
       [-5.35127536e-01],
       [ 2.63330859e-01],
       [ 4.50449261e-01],
       [ 3.18002219e-01],
       [ 1.16108821e+00],
       [ 1.15148248e-02],
       [ 2.30156058e-01],
       [ 2.00543271e-01],
       [ 7.95598958e-01],
       [-5.68724659e-01],
       [ 2.56689118e-01],
       [ 6.96538789e-01],
       [ 3.82494553e-01],
       [ 9.56641591e-01],
       [-1.04022305e-01],
       [ 9.55102757e-01],
       [ 6.54546917e-01],
       [ 6.44698700e-01],
       [ 1.48957556e+00],
       [ 6.11421226e-02],
       [-6.59444951e-01],
       [ 2.38482285e-01],
       [ 1.48690968e-01],
       [ 3.64570086e-01],
       [ 4.34880447e-02],
       [ 3.14170218e-01],
       [-4.70205252e-01],
       [ 2.98922303e-01],
       [ 7.34744402e-01],
       [ 1.19496630e-01],
       [-4.82333871e-01],
       [-4.93111101e-01],
       [ 1.69613740e-01],
       [-1.34624383e-01],
       [ 7.39371645e-01],
       [ 5.50165079e-01],
       [-8.16509364e-01],
       [ 4.39195447e-02],
       [ 4.09986695e-01],
       [-9.14597423e-01],
       [-2.38876606e-01],
       [-9.05274899e-01],
       [-3.73757435e-01],
       [ 1.97535679e-01],
       [-3.76308697e-01],
       [ 8.47732202e-01],
       [-8.56147766e-02],
       [-1.36741606e-01],
       [ 5.43331395e-01],
       [-2.63880203e-01],
       [ 4.85901287e-01],
       [ 6.67866494e-01],
       [-1.36978280e-01],
       [ 3.35129859e-02],
       [ 1.01812392e+00],
       [-7.29796523e-01],
       [-1.64037391e-01],
       [-1.06563178e-01],
       [ 1.30795412e-01],
       [ 7.53923071e-01],
       [ 1.56373648e+00],
       [ 6.98509265e-01],
       [-1.29699744e-01],
       [ 1.96272812e-01],
       [-2.19834015e-01],
       [ 4.42653866e-01],
       [-1.05759837e-01],
       [-1.91666758e-02],
       [-5.76968397e-01],
       [-3.17369466e-01],
       [-1.04719873e+00],
       [-5.15993189e-01],
       [-1.99273532e-01],
       [-5.40870076e-03],
       [-1.11995515e-01],
       [-1.61300300e-02],
       [ 3.42547850e-01],
       [-2.99197452e-01],
       [ 2.38783308e-01],
       [-4.22747216e-01],
       [ 5.94971363e-01],
       [-5.20215094e-01],
       [-9.26984104e-02],
       [-3.21767001e-01],
       [ 1.28799029e+00],
       [ 2.78090020e-01],
       [ 1.12766609e+00],
       [ 1.69614374e-01],
       [-1.17545856e+00],
       [-1.36255180e+00],
       [ 5.94270862e-01],
       [-2.24567904e-02],
       [ 9.30382061e-01],
       [ 1.19921525e-01],
       [ 2.81149325e-02],
       [-1.01847151e-01],
       [-3.37763785e-02],
       [-7.71748458e-01],
       [ 5.53426105e-01],
       [ 1.80649105e-01],
       [ 1.19191888e+00],
       [ 2.74714437e-01],
       [ 2.77858025e-01],
       [-7.14948556e-02],
       [-9.67089089e-01],
       [ 1.37838672e-01],
       [ 2.85687254e-01],
       [ 5.43607968e-01],
       [ 3.30372103e-02],
       [ 4.83805290e-01],
       [ 5.06938359e-01],
       [ 8.18338619e-02],
       [-2.60973090e-01],
       [-9.81709162e-01],
       [-3.56085595e-02],
       [-1.47024518e-02],
       [ 1.79939363e-01],
       [ 5.57121507e-01],
       [-5.65937081e-01],
       [ 1.83040024e-01],
       [ 6.20615376e-01],
       [ 1.04422365e-01],
       [ 3.24511759e-01],
       [-1.83046036e-01],
       [-1.40594191e-01],
       [ 2.32075394e-01],
       [ 4.82578440e-01],
       [ 1.41897584e-01],
       [ 4.75077442e-01],
       [-1.02692897e+00],
       [ 2.16187494e-01],
       [ 3.55197900e-01],
       [-9.79047429e-01],
       [ 1.19690709e-01],
       [ 2.99486620e-01],
       [-8.79281749e-01],
       [-5.07270772e-02],
       [ 1.34656876e+00],
       [ 2.65780825e-01],
       [ 5.85542306e-01],
       [-9.10471391e-02],
       [ 9.89498451e-02],
       [-5.29988521e-01],
       [ 8.14863969e-02],
       [-3.18029351e-01],
       [ 8.46936411e-01],
       [ 5.10762840e-02],
       [ 7.97741440e-01],
       [-1.47559104e-01],
       [-5.41263803e-01],
       [-1.34663304e+00],
       [-9.41230488e-02],
       [ 1.05073672e+00],
       [-5.92886148e-01],
       [-2.11754768e-01],
       [ 4.17380997e-04],
       [ 1.66155963e-01],
       [ 8.84838163e-01],
       [-4.82510093e-03],
       [-6.36816407e-01],
       [ 7.55087341e-01],
       [ 7.73511165e-01],
       [-4.19095139e-01],
       [-4.77552605e-01],
       [-2.19354734e-02],
       [-3.99197398e-01],
       [ 2.57528960e-02],
       [-4.46691332e-02],
       [ 1.37200744e-01],
       [ 1.12609873e+00],
       [-3.49525884e-01],
       [ 7.03169836e-01],
       [-6.92234600e-02],
       [-7.35971941e-01],
       [-1.60297989e-01],
       [ 4.44335093e-01],
       [-1.96322362e-01],
       [ 8.97324401e-01],
       [ 7.61678568e-01],
       [-2.01834113e-01],
       [ 1.85838936e-01],
       [ 3.58015365e-02],
       [-3.18460148e-01],
