,0,1,2,3,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[0].variance,0.6459397723962131,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[0].lengthscales,0.911713152326746,1.3053256551086314,1.2525605309233383,1.2340653168672584,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[1].variance,0.5712237097974288,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[1].lengthscales,0.9610093172695158,1.2591490187604562,0.410092605371921,1.1161312970923265,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[2].variance,3.178777486378285e-06,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[3].variance,0.8514317574505714,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[4].variance,0.8362971748260567,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[4].lengthscales,365.0,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[5].variance,0.6477691286744159,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[5].lengthscales,1440.0,,,,rbf_lin_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66535038e-01  1.65600000e+03  6.44513097e-02  6.68482879e-01
  -8.61655211e-01  4.20000000e+02]
 [ 9.48378430e-01  6.13000000e+02  5.23893096e-01 -1.42851397e+00
   1.73560098e+00  6.00000000e+02]
 [ 4.23985307e-01  5.95000000e+02  1.96221851e+00  8.77093378e-02
   2.24052224e+00  7.30000000e+02]
 ...
 [ 9.77511381e-01  1.34400000e+03 -2.28806543e-01 -1.22695881e+00
   6.66549987e-03  6.00000000e+02]
 [ 8.02713673e-01  1.33800000e+03  1.88378993e-01  1.22609232e+00
  -1.16248144e+00  5.53000000e+02]
 [-1.00407817e-01  5.77000000e+02 -2.96121879e-01 -1.24319957e+00
  -8.11457783e-02  7.65000000e+02]]"
.kernel.kernels[0].variance,0.668002533945446,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[0].lengthscales,0.9856663125099859,1.8546582673663747,1.0237076900972728,1.129762532852451,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[1].variance,0.5863178755020438,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[1].lengthscales,1.0139401637476797,1.7816638524963178,0.557309324163243,0.8443975015688097,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[2].variance,3.885147985913207e-06,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[3].variance,0.8340288696579107,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[4].variance,0.8309443736128714,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[4].lengthscales,365.0,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[5].variance,0.6983509436134548,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[5].lengthscales,1440.0,,,,rbf_lin_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[-5.66756371e-02  5.79000000e+02  1.12766367e+00  1.46906270e+00
   7.43758035e-01  6.00000000e+02]
 [ 5.61085823e-01  9.65000000e+02  5.18438242e-01 -4.33551371e-01
   4.91804851e-01  6.00000000e+02]
 [-5.56768247e-01  9.27000000e+02  3.75464400e-01  1.03128867e+00
  -6.09321090e-01  3.66000000e+02]
 ...
 [ 1.03176122e+00  1.34600000e+03  4.81573955e-01  1.28645211e-01
  -1.72766218e-01  8.13000000e+02]
 [ 1.12001286e+00  2.54000000e+02 -8.40821565e-01  8.16545028e-01
  -1.02868397e+00  4.20000000e+02]
 [-1.08627807e+00  1.79000000e+02  4.44728929e-01 -1.44927863e+00
   1.39747154e+00  3.91000000e+02]]"
.kernel.kernels[0].variance,0.703076475687792,,,,rbf_lin_matern32_sin,lfbgs,2,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.4,Like 4.3 but now using normalized Y output.,1000,40,"[[ 4.36554256e-01  9.61000000e+02  1.26273629e+00  6.87215898e-01
   1.05294273e+00  6.00000000e+02]
 [ 1.31597913e+00  9.91000000e+02  1.26265957e-01 -6.59599278e-01
   6.41246981e-02  6.00000000e+02]
 [-1.61543712e+00  1.61000000e+02  5.43799400e-01 -6.53316563e-01
   6.10833032e-01  3.98000000e+02]
 ...
 [ 3.19297606e-01  5.92000000e+02  6.75772498e-01 -1.88190264e+00
   2.33548875e+00  6.00000000e+02]
 [-1.46886631e+00  8.96000000e+02  1.26265957e-01 -6.59599278e-01
   6.41246981e-02  6.00000000e+02]
 [ 3.48611768e-01  1.68800000e+03  1.45439520e-01  5.59240660e-01
  -7.41361959e-01  4.20000000e+02]]"
