,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 2.31458822e-01],
       [ 5.57229280e-02],
       [ 9.49961782e-01],
       [ 1.16538281e-01],
       [ 2.41366590e-01],
       [ 7.35976809e-02],
       [-1.92470172e-01],
       [-7.68518836e-02],
       [-5.78095568e-02],
       [ 4.25335368e-01],
       [-3.59716349e-02],
       [ 4.20859851e-01],
       [-1.12472167e-01],
       [-5.23460745e-01],
       [ 1.01065696e-01],
       [-3.22198140e-01],
       [ 4.45106149e-01],
       [ 3.31337633e-01],
       [ 2.36418971e-01],
       [ 3.70596697e-02],
       [ 2.56872779e-01],
       [-1.29727686e-01],
       [-1.11650575e-01],
       [ 1.81531750e-01],
       [ 3.97339722e-01],
       [-2.51351699e-01],
       [ 4.03338854e-01],
       [-1.83562202e-01],
       [-8.11489188e-02],
       [-3.03613220e-01],
       [ 1.06648535e-01],
       [-4.92116376e-02],
       [ 1.67627283e-01],
       [-4.91930181e-01],
       [-2.65974514e-02],
       [ 2.31543722e-01],
       [ 1.93056552e-01],
       [ 5.01533210e-01],
       [-7.57311562e-01],
       [-6.45268889e-02],
       [ 1.15071798e-01],
       [ 3.84502424e-01],
       [-2.07977961e-01],
       [ 7.22891093e-02],
       [ 1.89845039e-01],
       [ 4.19939391e-01],
       [-1.32144887e-01],
       [-1.49444965e-01],
       [ 1.53201586e-01],
       [ 1.06631669e-01],
       [-5.58286053e-04],
       [ 2.23565346e-01],
       [-4.23198755e-01],
       [-7.15117010e-02],
       [ 5.42709267e-01],
       [-3.89668190e-01],
       [-2.76804892e-01],
       [ 2.26623347e-01],
       [ 9.55065911e-02],
       [ 9.89967905e-02],
       [-1.93802450e-01],
       [ 2.81406577e-01],
       [-3.46932854e-01],
       [ 3.74560087e-02],
       [-2.18088621e-01],
       [ 1.66907713e-01],
       [ 5.02788923e-01],
       [ 1.65023872e-01],
       [ 1.40497543e-01],
       [-2.79407836e-01],
       [ 4.56484100e-01],
       [ 1.21881366e-02],
       [-1.50845720e-01],
       [ 5.98570767e-01],
       [-4.68318280e-01],
       [ 9.39941708e-02],
       [-3.83939768e-01],
       [-4.93071250e-01],
       [-9.42315115e-01],
       [-2.24427849e-01],
       [ 3.27178306e-01],
       [-1.03626441e+00],
       [-6.70800965e-01],
       [-8.44359343e-01],
       [ 2.75677217e-01],
       [-3.79145734e-01],
       [-1.24039109e+00],
       [ 4.66517657e-01],
       [-6.98309068e-01],
       [-8.53905215e-01],
       [-5.86668086e-02],
       [-3.43917230e-01],
       [-5.84088183e-01],
       [ 1.28393711e-02],
       [-1.96492518e-01],
       [-4.59008911e-01],
       [-2.80768619e-01],
       [-7.20242189e-01],
       [-2.92381804e-01],
       [ 7.43841824e-02],
       [-1.92777928e-01],
       [-5.54789845e-01],
       [ 4.67368312e-01],
       [-2.15514993e-01],
       [-7.56359785e-01],
       [ 3.46606059e-02],
       [ 4.46782956e-01],
       [ 1.46737893e-01],
       [-2.24444038e-01],
       [-1.21691093e-01],
       [-4.11569877e-03],
       [ 2.33857414e-01],
       [-5.54328342e-02],
       [ 4.72924544e-01],
       [ 2.09493274e-01],
       [ 1.81012866e-01],
       [ 2.90164542e-01],
       [ 2.53732787e-01],
       [ 2.74096610e-01],
       [ 3.40718485e-01],
       [-3.87612724e-01],
       [-1.25291866e-01],
       [ 3.51014256e-01],
       [-6.55765020e-02],
       [ 1.51985058e-01],
       [ 3.21662434e-01],
       [ 2.11451797e-01],
       [-2.28630960e-02],
       [-3.07258173e-01],
       [-1.26306001e-01],
       [ 5.89039140e-02],
       [ 3.21304748e-01],
       [ 2.11530181e-01],
       [-1.43923149e-01],
       [ 4.05577049e-01],
       [ 2.48386062e-02],
       [-2.88616299e-02],
       [ 1.72544241e-01],
       [ 2.22174203e-01],
       [-1.49631542e-01],
       [ 9.43283494e-02],
       [ 3.98333931e-01],
       [ 8.59650468e-01],
       [-3.50208026e-01],
       [ 5.37784763e-01],
       [ 5.14542346e-02],
       [ 2.91660387e-02],
       [-3.15828309e-01],
       [-4.14029127e-01],
       [-1.52147503e-01],
       [-6.58342501e-01],
       [-4.25001804e-01],
       [-8.34724225e-01],
       [ 3.33999634e-01],
       [ 1.71137085e-01],
       [-6.51831040e-01],
       [-1.39113903e-01],
       [-9.51277201e-02],
       [ 1.07028747e-01],
       [ 8.79136213e-02],
       [ 3.00530925e-03],
       [-1.54325881e-01],
       [-1.27456078e-02],
       [-1.06940547e-01],
       [-1.91059406e-02],
       [-2.94140801e-02],
       [-1.09051841e-01],
       [-3.46672511e-02],
       [ 2.34657206e-03],
       [-3.29084500e-03],
       [ 6.69531666e-02],
       [ 5.83917929e-01],
       [ 3.28437491e-01],
       [-2.26764216e-01],
       [-2.53085211e-01],
       [ 5.10296459e-01],
       [-1.88791652e-01],
       [-7.56180530e-01],
       [ 5.34808581e-02],
       [-3.78228758e-01],
       [-3.05041167e-01],
       [ 3.50920500e-01],
       [ 1.28589349e-03],
       [ 3.03391260e-01],
       [-6.73158346e-01],
       [ 2.37103375e-01],
       [ 1.81472257e-01],
       [ 7.32790525e-02],
       [ 5.11615466e-01],
       [-1.35791753e-01],
       [ 3.53081717e-01],
       [ 9.58943593e-02],
       [ 1.19044999e-01],
       [ 1.89322039e-01],
       [-4.64942850e-02],
       [ 3.78518970e-01],
       [ 2.14060950e-02],
       [ 9.48261415e-02],
       [ 2.30087876e-01],
       [-6.85307541e-02],
       [-2.50506199e-01],
       [ 2.77806375e-01],
       [ 7.19416287e-01],
       [ 1.79590715e-02],
       [-5.14552336e-01],
       [ 6.20925021e-01],
       [ 1.20834551e-01],
       [ 4.39315794e-01],
       [ 2.88805266e-01],
       [-3.43043582e-01],
       [-9.50713702e-02],
       [ 1.29413808e-01],
       [ 8.79759125e-02],
       [ 2.11791264e-01],
       [ 1.18479775e-01],
       [ 1.89437157e-01],
       [ 1.61828556e-01],
       [ 1.91531318e-01],
       [-1.37516097e-01],
       [ 3.47308070e-01],
       [-2.54982124e-01],
       [ 8.51220531e-02],
       [-4.04391131e-02],
       [ 1.36507842e-01],
       [ 4.78376439e-01],
       [ 5.84029011e-01],
       [ 1.41916733e-01],
       [-1.33538963e-01],
       [-5.91022675e-01],
       [-3.86256069e-01],
       [ 9.68473890e-02],
       [-1.32870543e-01],
       [-4.39023849e-01],
       [-1.89958939e-01],
       [ 1.36783435e-01],
       [-2.55757212e-01],
       [-3.88211048e-01],
       [ 1.80602704e-01],
       [-1.88485450e-01],
       [ 8.22638905e-02],
       [-1.57420660e-02],
       [ 2.39445076e-01],
       [ 3.73130280e-01],
       [-3.12669573e-02],
       [ 2.88232273e-01],
       [-1.68207825e-01],
       [ 6.00512060e-01],
       [ 2.59083265e-03],
       [ 1.28914706e-02],
       [ 5.03882837e-01],
       [-2.56787756e-04],
       [ 2.16211071e-01],
       [ 4.85124056e-02],
       [ 7.71370455e-02],
       [ 9.50906578e-02],
       [-6.66397956e-02],
       [-5.23522284e-02],
       [-7.10467646e-01],
       [ 3.37455863e-01],
       [ 4.97241411e-01],
       [-2.39654701e-01],
       [-1.98967243e-01],
       [ 9.72015457e-03],
       [ 3.68686337e-02],
       [ 5.26781979e-02],
       [ 3.93319642e-01],
       [ 2.73584506e-02],
       [-3.88608093e-01],
       [-5.29599121e-01],
       [ 3.21183875e-02],
       [ 1.66633726e-01],
       [-5.97456374e-02],
       [ 5.30889331e-01],
       [-2.25126812e-01],
       [-4.22593806e-01],
       [ 2.26392907e-01],
       [-2.45805482e-01],
       [-7.88229589e-01],
       [ 8.00578686e-02],
       [ 6.17256091e-01],
       [-2.97352559e-01],
       [-1.82246572e-01],
       [-5.53417858e-01],
       [ 6.34971917e-01],
       [ 7.47529947e-02],
       [-3.21037875e-02],
       [ 2.52167581e-01],
       [-3.99580785e-01],
       [ 3.45425393e-01],
       [-5.25386801e-01],
       [ 1.53995598e-01],
       [ 3.67809396e-02],
       [ 8.47223158e-02],
       [ 3.36921643e-01],
       [-1.67804656e-01],
       [-2.45271990e-01],
       [-1.34224772e-04],
       [-5.90247127e-03],
       [-8.52000780e-03],
       [ 1.75962588e-01],
       [-1.15395999e-01],
       [ 4.15641487e-02],
       [-4.51116720e-01],
       [ 2.54650402e-01],
       [-7.20213396e-01],
       [-5.58709587e-01],
       [-1.92456606e-02],
       [-2.07141787e-01],
       [-4.37440677e-01],
       [ 3.57544810e-02],
       [-4.09054166e-01],
       [-1.60706881e-01],
       [-1.46015186e-01],
       [-4.39188276e-02],
       [ 5.20455664e-01],
       [ 1.99330870e-01],
       [ 9.63790579e-02],
       [-8.61393921e-02],
       [ 7.18568366e-02],
       [-1.73548234e-01],
       [ 1.81105761e-01],
       [-4.37658077e-02],
       [-2.23631425e-01],
       [-2.40712395e-01],
       [ 1.10139862e-01],
       [-2.50177592e-01],
       [-1.18806677e-01],
       [-3.05188121e-01],
       [ 4.34254670e-01],
       [ 4.15863401e-01],
       [ 2.68471800e-01],
       [-4.83569486e-01],
       [ 1.73479234e-01],
       [-2.06510360e-01],
       [ 1.52832736e-01],
       [-3.78797380e-01],
       [-4.33387320e-01],
       [-4.03150480e-02],
       [-5.48793086e-02],
       [ 1.21802242e-01],
       [-3.83560687e-02],
       [ 2.28419084e-01],
       [ 9.28999125e-02],
       [-2.11718993e-01],
       [-5.77760398e-01],
       [-1.13274157e-01],
       [ 2.95200990e-01],
       [-7.46011926e-02],
       [ 2.86678905e-01],
       [ 2.91576763e-01],
       [ 1.75969205e-01],
       [ 5.40278407e-03],
       [-8.96911599e-03],
       [-6.84423706e-01],
       [ 1.18038240e-01],
       [-9.28337281e-03],
       [-4.07457331e-03],
       [ 2.04380153e-02],
       [-9.92741677e-02],
       [ 9.41222364e-01],
       [ 3.10183139e-01],
       [ 1.75707351e-01],
       [-5.97096636e-01],
       [-1.63212896e-01],
       [-4.29996384e-02],
       [ 3.59275152e-01],
       [ 5.73724256e-01],
       [ 1.22713085e-01],
       [ 2.03826680e-01],
       [-2.35082657e-01],
       [-1.79761894e-01],
       [-1.54288336e-02],
       [ 5.93658144e-02],
       [-1.49446175e-01],
       [-3.65697776e-01],
       [ 1.26094195e-01],
       [ 1.23419007e-01],
       [-3.28110740e-02],
       [-1.00524517e-01],
       [ 8.48707587e-01],
       [-5.62426331e-02],
       [ 1.15241956e-02],
       [ 6.72820564e-03],
       [-1.87624402e-01],
       [-1.55204031e-02],
       [-2.85012145e-01],
       [-2.57970614e-02],
       [ 2.18947434e-01],
       [-3.74897472e-01],
       [ 1.32311455e-01],
       [-5.91132844e-01],
       [-1.06931146e-01],
       [ 2.52588880e-01],
       [-3.58478401e-01],
       [ 1.38114925e-01],
       [-2.10327882e-01],
       [ 1.49351551e-01],
       [ 6.12323515e-02],
       [ 3.38856268e-01],
       [ 3.61290384e-01],
       [-5.26296284e-01],
       [-1.64069989e-02],
       [-4.04621686e-02],
       [-3.08612834e-01],
       [-2.30521438e-01],
       [ 7.96065737e-02],
       [ 1.27755414e-01],
       [-6.48383766e-02],
       [ 2.78099830e-01],
       [-5.29795447e-01],
       [-2.87101559e-01],
       [ 2.33697503e-01],
       [-5.58673600e-01],
       [-4.46500217e-02],
       [ 3.98023005e-01],
       [ 1.09348603e-01],
       [-4.27864291e-02],
       [-5.16797812e-01],
       [ 1.28521648e-01],
       [ 2.95726742e-02],
       [ 1.21029701e-01],
       [-3.63344823e-02],
       [-9.12298428e-02],
       [-1.39647005e-01],
       [-1.49459284e-01],
       [ 1.41530966e-01],
       [ 2.26818769e-01],
       [-1.87549183e-03],
       [ 2.44392477e-01],
       [ 1.08074729e-02],
       [ 2.29302012e-01],
       [-5.67654215e-03],
       [ 4.58614955e-01],
       [ 6.41806271e-01],
       [-1.72806243e-01],
       [-1.21451584e-01],
       [-2.91345954e-01],
       [ 1.93936935e-01],
       [-9.54931880e-02],
       [ 3.46434437e-01],
       [ 9.75401598e-02],
       [ 1.50782123e-01],
       [ 4.44569539e-01],
       [-1.86395641e-01],
       [-4.62687208e-01],
       [ 3.17136235e-01],
       [-5.15187980e-01],
       [-7.16140256e-01],
       [ 1.43739175e-01],
       [-7.36274955e-01],
       [-1.91507203e-01],
       [-3.53118360e-01],
       [-5.73987004e-01],
       [ 7.02813471e-01],
       [ 3.00310564e-01],
       [ 3.52143050e-01],
       [ 2.97758256e-01],
       [-7.22410881e-01],
       [-3.50472239e-01],
       [ 2.09025734e-01],
       [-8.02491134e-03],
       [-6.72625005e-01],
       [-4.29945332e-02],
       [-4.08335417e-01],
       [ 1.50789171e-01],
       [-2.35025765e-01],
       [-8.58537512e-02],
       [-1.08028025e-01],
       [-6.67208995e-01],
       [-9.35173677e-02],
       [-3.13367935e-01],
       [ 3.75787409e-01],
       [-1.64935789e-01],
       [ 1.13640189e-01],
       [-1.08218868e-02],
       [ 1.36156673e-01],
       [ 4.53358471e-01],
       [-1.66914022e-01],
       [ 6.45026716e-01],
       [-1.99856547e-01],
       [ 3.94944445e-01],
       [ 7.43064357e-02],
       [ 3.13404061e-03],
       [ 4.20666174e-01],
       [-1.32036180e-02],
       [-1.48870571e-01],
       [-2.02523156e-01],
       [ 2.86442573e-02],
       [-2.26393859e-01],
       [-2.26805928e-01],
       [-2.57996489e-01],
       [-2.16079614e-01],
       [-1.63643831e-01],
       [-4.55189102e-02],
       [-2.60291985e-01],
       [-1.90682016e-01],
       [-3.82274186e-02],
       [-2.17163159e-01],
       [-8.03990385e-01],
       [ 9.77676887e-02],
       [-1.46232710e-02],
       [-5.57169864e-01],
       [ 7.25869782e-02],
       [-1.66560766e-01],
       [-4.36458043e-02],
       [-8.55481955e-01],
       [-1.68722762e-01],
       [ 8.06120630e-01],
       [ 5.13792001e-01],
       [ 6.43840587e-02],
       [-6.43220285e-01],
       [ 5.48521398e-01],
       [-3.45599444e-01],
       [ 7.97042493e-02],
       [ 8.40925744e-02],
       [-7.83008511e-02],
       [ 3.74142274e-01],
       [-2.56947201e-01],
       [ 3.97665081e-01],
       [-1.16966473e+00],
       [-1.79091076e-01],
       [ 2.51949873e-02],
       [-3.19738300e-02],
       [-2.49143887e-01],
       [-2.52470633e-01],
       [ 1.06061834e-02],
       [ 3.05277585e-01],
       [ 1.34856470e-01],
       [ 9.96684796e-02],
       [ 4.65175903e-02],
       [ 2.78057434e-01],
       [-2.86618603e-01],
       [-2.48233310e-01],
       [ 5.24663751e-02],
       [-2.02795855e-01],
       [-3.23273479e-01],
       [ 2.73433319e-01],
       [-5.81956110e-01],
       [-1.07874658e-01],
       [-5.94897901e-01],
       [ 4.18092771e-01],
       [ 3.02400234e-02],
       [-2.72787854e-01],
       [-1.48279720e-01],
       [-3.32904737e-01],
       [-1.83360347e-01],
       [-1.78260162e-01],
       [-4.01083299e-01],
       [-5.91443419e-02],
       [-6.47208383e-01],
       [-1.73973939e-01],
       [ 1.52952940e-01],
       [-3.16374177e-01],
       [-1.39633590e-02],
       [ 1.27490357e-01],
       [ 1.34727735e-01],
       [ 1.29337076e-03],
       [-1.70893461e-01],
       [-6.99443084e-01],
       [-1.77016151e-01],
       [-5.27600509e-01],
       [ 7.90293660e-01],
       [-1.95174703e-01],
       [-2.34386558e-01],
       [-2.04530228e-01],
       [ 3.98073264e-02],
       [ 3.34961859e-02],
       [-8.67870926e-02],
       [ 1.70584739e-01],
       [ 4.12980596e-01],
       [ 7.92785052e-01],
       [ 1.34215491e-01],
       [-1.14546492e-01],
       [-3.91203940e-02],
       [ 2.74706349e-01],
       [ 3.94872120e-01],
       [ 5.65868501e-03],
       [-2.79108499e-01],
       [ 2.24348823e-01],
       [-1.53884352e-03],
       [ 4.98062101e-01],
       [-1.91990008e-01],
       [ 1.12637199e-01],
       [-3.70182957e-02],
       [ 1.54423143e-02],
       [ 7.42709676e-02],
       [ 6.72487771e-01],
       [ 2.99130799e-02],
       [-1.87368412e-01],
       [-4.14717852e-01],
       [ 3.10467274e-01],
       [ 9.15981302e-02]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 1.08161145e-01],
       [-4.64117877e-01],
       [-5.12785981e-01],
       [ 8.76102847e-02],
       [-1.62894192e-01],
       [ 8.49743102e-02],
       [-2.95834450e-01],
       [-1.31784731e-01],
       [ 3.17577867e-01],
       [-1.82001427e-01],
       [ 9.45203315e-02],
       [ 1.60251900e-01],
       [-8.63022181e-02],
       [-3.53191345e-02],
       [-1.89892081e-01],
       [ 5.41059415e-01],
       [ 5.96208637e-02],
       [-5.75987314e-02],
       [ 2.37998113e-01],
       [ 4.02055163e-02],
       [-2.50864586e-02],
       [ 6.64879018e-01],
       [ 2.76572769e-01],
       [ 4.12073872e-01],
       [ 5.59227019e-01],
       [-4.67114451e-01],
       [-6.66860995e-01],
       [-1.23438865e-01],
       [-2.02852365e-01],
       [ 1.29799556e-01],
       [ 6.86497703e-02],
       [ 2.28905833e-01],
       [-8.15728773e-02],
       [ 2.62942414e-01],
       [ 1.29917518e-01],
       [ 8.72048471e-02],
       [-2.00751536e-01],
       [ 1.23548733e-01],
       [-8.11155320e-02],
       [-6.62763859e-02],
       [-1.56768335e-02],
       [-1.03678802e-01],
       [-4.45957583e-01],
       [ 1.14096694e-01],
       [-2.91078179e-01],
       [-5.48829724e-03],
       [-2.92812598e-02],
       [-5.27521856e-03],
       [ 1.31030686e-01],
       [ 9.05979873e-02],
       [-2.21586263e-01],
       [-1.66379974e-01],
       [-3.61602961e-02],
       [-2.70361197e-01],
       [-5.70400169e-02],
       [ 3.70434949e-02],
       [ 2.07525102e-01],
       [ 2.11471591e-02],
       [-5.68681479e-02],
       [-1.07781379e-02],
       [-2.81516670e-01],
       [-4.67194680e-02],
       [-2.37107191e-01],
       [-1.25557225e-01],
       [-3.51711993e-02],
       [-8.92686527e-02],
       [ 7.49770042e-03],
       [-2.76341070e-01],
       [ 2.15600357e-01],
       [ 1.55524870e-01],
       [ 1.21690379e-01],
       [-1.98234375e-01],
       [ 1.27317678e-01],
       [ 1.85586794e-01],
       [ 2.69936100e-01],
       [-1.60328139e-01],
       [-2.49612410e-01],
       [ 1.43733392e-01],
       [-3.26710278e-02],
       [ 7.08064325e-02],
       [-7.34189190e-02],
       [-2.10607748e-01],
       [-3.13447370e-01],
       [-2.58877177e-01],
       [ 8.07669885e-01],
       [-6.53369364e-02],
       [ 7.77966028e-01],
       [-8.91637949e-01],
       [ 4.57094605e-01],
       [-7.33891418e-01],
       [-4.21899440e-03],
       [ 4.93424077e-01],
       [-5.71792796e-01],
       [ 4.21460540e-01],
       [-6.69686557e-01],
       [-8.85724241e-02],
       [ 2.29809233e-01],
       [-8.29019940e-01],
       [-5.61028402e-01],
       [ 2.43710097e-01],
       [ 1.79535656e-01],
       [-1.05253958e-01],
       [ 2.06131689e-01],
       [-1.64884211e-02],
       [-1.12493844e-01],
       [ 2.82268080e-01],
       [ 1.54567662e-01],
       [-3.83176105e-01],
       [-4.72350186e-02],
       [-8.44182608e-01],
       [ 2.39162738e-01],
       [-3.69673848e-01],
       [-4.57899500e-01],
       [-1.04145225e+00],
       [ 3.21701542e-01],
       [-7.16633226e-01],
       [-1.65246310e-01],
       [-7.01997174e-01],
       [-2.73928210e-01],
       [-3.45505391e-01],
       [ 1.92498197e-03],
       [-3.05852195e-01],
       [ 2.67206580e-01],
       [-1.65494342e-01],
       [ 3.17789156e-01],
       [-6.48011401e-01],
       [-3.84216470e-02],
       [-6.48000130e-01],
       [-5.38714150e-02],
       [ 3.29027185e-01],
       [ 1.61958207e-01],
       [-1.28785949e-02],
       [ 4.56980572e-02],
       [-3.10288452e-01],
       [ 2.11088799e-01],
       [ 4.49480730e-01],
       [ 1.13989461e-01],
       [-6.11320873e-01],
       [ 2.93843732e-01],
       [ 9.95428996e-02],
       [ 2.15341696e-01],
       [-7.64568295e-03],
       [-1.79325694e-02],
       [ 3.35961619e-01],
       [-3.44398964e-02],
       [-6.41754797e-01],
       [ 1.09639583e-01],
       [-6.61562373e-02],
       [-3.94473111e-01],
       [-5.54536889e-02],
       [-1.50047051e-01],
       [ 2.08813476e-01],
       [ 8.07631943e-02],
       [-4.36173233e-01],
       [-3.07096184e-01],
       [ 4.51877490e-01],
       [-1.02633258e-01],
       [ 1.32540734e-01],
       [-1.78636447e-01],
       [ 3.43472412e-02],
       [-4.80805226e-03],
       [ 2.98949280e-01],
       [-1.76307369e-02],
       [ 3.35292036e-01],
       [ 2.26307743e-01],
       [-2.84530742e-03],
       [ 3.23619719e-01],
       [-1.73697875e-01],
       [-1.91894364e-01],
       [ 4.87901531e-01],
       [ 4.05958610e-01],
       [-6.47809109e-02],
       [-2.08605827e-01],
       [ 3.07441009e-01],
       [ 1.49064483e-01],
       [-2.04422997e-01],
       [ 3.47427927e-02],
       [ 3.66950975e-01],
       [ 3.76100360e-03],
       [-4.06305435e-01],
       [ 3.32347154e-01],
       [ 6.61674357e-01],
       [-2.42272982e-01],
       [-5.32563386e-01],
       [ 1.25792849e-01],
       [ 2.67410929e-03],
       [-1.83162899e-01],
       [ 1.82298509e-01],
       [ 9.74312334e-02],
       [ 1.91092574e-01],
       [-3.78238733e-02],
       [-3.47431174e-01],
       [-1.90188245e-01],
       [-7.99457250e-02],
       [-4.68971271e-02],
       [ 5.03710629e-01],
       [-1.53614374e-01],
       [ 3.16795002e-01],
       [-4.10569213e-02],
       [-4.81721751e-01],
       [-1.70233060e-01],
       [-8.09125928e-02],
       [ 1.59255754e-01],
       [-4.07164078e-01],
       [-1.90020332e-01],
       [-1.63050992e-01],
       [-1.95419407e-01],
       [-3.02373428e-01],
       [ 4.60258123e-01],
       [ 2.63598044e-01],
       [ 4.90247432e-01],
       [ 5.58262701e-02],
       [-4.73610283e-01],
       [ 4.87102066e-01],
       [ 6.98437753e-02],
       [ 4.86909276e-01],
       [ 4.54816983e-01],
       [ 6.18707170e-01],
       [-4.44916410e-01],
       [-3.90401291e-02],
       [ 2.23911459e-01],
       [ 9.85481146e-02],
       [ 3.90172225e-01],
       [ 3.53568202e-02],
       [-1.49314533e-02],
       [ 2.32266944e-01],
       [ 4.10809263e-01],
       [ 9.62917528e-02],
       [-1.67938262e-01],
       [ 6.73779546e-01],
       [-4.96115220e-02],
       [ 1.08326423e-01],
       [-4.32942056e-02],
       [ 2.67480346e-01],
       [-5.95330629e-01],
       [ 5.13054487e-01],
       [ 5.38965101e-02],
       [-4.85402846e-01],
       [ 1.74059605e-01],
       [-2.74022253e-01],
       [ 5.25609201e-01],
       [-5.89146239e-01],
       [-1.27487862e-01],
       [-4.06899728e-01],
       [-3.18679989e-01],
       [-9.25066829e-02],
       [-3.25404754e-01],
       [ 5.30217145e-02],
       [ 2.75898284e-02],
       [ 9.44573233e-02],
       [ 4.67293165e-01],
       [ 5.76468743e-01],
       [ 3.14013362e-02],
       [ 1.25826618e-01],
       [ 5.50332783e-01],
       [ 8.48978158e-01],
       [-3.47262712e-02],
       [ 4.22323713e-01],
       [ 1.43363889e-01],
       [ 2.05296204e-01],
       [ 1.96660994e-02],
       [-2.98809780e-01],
       [-2.50045261e-02],
       [ 7.88291757e-01],
       [-3.04791516e-02],
       [ 4.68486996e-01],
       [ 5.29524885e-01],
       [ 3.01779663e-01],
       [ 4.84122112e-01],
       [ 1.02084783e-02],
       [ 1.06934377e-03],
       [-5.04164350e-01],
       [-8.66613853e-02],
       [ 4.06045484e-01],
       [ 1.11973594e-01],
       [ 6.23558076e-04],
       [ 4.75439151e-03],
       [ 9.03407575e-03],
       [-2.58980790e-01],
       [-2.95119605e-01],
       [-1.56266802e-01],
       [-6.26962104e-01],
       [ 2.88757882e-02],
       [-3.72036388e-02],
       [ 1.10630378e-01],
       [ 2.54853558e-01],
       [-5.21739504e-01],
       [-3.10563001e-01],
       [-5.21696261e-01],
       [-1.08011771e-01],
       [-8.40954822e-02],
       [ 9.54515167e-03],
       [-2.39201942e-01],
       [-9.98939697e-02],
       [ 1.24230345e-01],
       [ 2.63034705e-01],
       [-1.46006592e-01],
       [ 2.48276082e-01],
       [ 2.50572914e-01],
       [-3.85836929e-01],
       [-9.68780505e-01],
       [ 2.78826514e-01],
       [-7.33368342e-02],
       [-2.44842119e-01],
       [-3.20116187e-01],
       [-1.73142726e-02],
       [ 3.78871861e-01],
       [-4.62047959e-02],
       [ 5.68766743e-02],
       [-2.61312013e-01],
       [ 3.91351607e-01],
       [ 3.37391490e-01],
       [-3.26924945e-01],
       [ 5.69154600e-01],
       [-6.73023353e-02],
       [-4.46186809e-01],
       [-3.69723437e-01],
       [ 2.55729718e-01],
       [ 1.27020277e-01],
       [-4.87297219e-01],
       [-1.69072788e-01],
       [-1.76930440e-01],
       [ 7.63915525e-01],
       [-9.16799452e-02],
       [ 1.82278950e-01],
       [-6.81099523e-01],
       [ 3.17750136e-01],
       [ 2.03963526e-01],
       [-5.39647587e-01],
       [ 7.09233813e-02],
       [-1.93270058e-01],
       [-4.30886748e-03],
       [-1.66755166e-01],
       [ 2.51837462e-02],
       [-1.09991202e-01],
       [-1.17755048e-02],
       [ 5.40282486e-02],
       [-5.58816312e-01],
       [-8.83049164e-02],
       [-2.23152672e-01],
       [ 1.26684746e-01],
       [-4.95322320e-01],
       [ 8.75833638e-02],
       [-3.94996040e-02],
       [-4.98419048e-01],
       [-3.48503570e-01],
       [-3.51281137e-01],
       [-2.41989802e-01],
       [ 2.48861854e-01],
       [-1.59406133e-01],
       [ 1.40574419e-01],
       [ 4.85227824e-02],
       [-8.59858176e-02],
       [-3.17925200e-01],
       [-2.22393744e-01],
       [-6.79308681e-02],
       [ 9.92450815e-02],
       [ 3.94731346e-01],
       [ 9.55142540e-03],
       [-1.47051049e-01],
       [-1.14102433e-01],
       [ 5.34829358e-01],
       [ 4.50280890e-01],
       [ 1.90428219e-01],
       [ 3.90329439e-01],
       [ 4.61159884e-01],
       [-1.38197802e-01],
       [ 1.03762076e-02],
       [ 3.12736029e-01],
       [ 2.20199889e-01],
       [ 7.33828121e-01],
       [ 1.88047348e-02],
       [ 2.52505452e-03],
       [-7.54634061e-03],
       [-1.56282476e-02],
       [ 7.24465248e-01],
       [ 2.94937460e-01],
       [ 3.07607377e-02],
       [ 6.41928444e-01],
       [ 3.12741481e-01],
       [ 1.95051579e-01],
       [ 2.26380292e-01],
       [ 3.61375628e-01],
       [ 3.02842934e-01],
       [ 5.66480047e-01],
       [-1.17895685e-01],
       [ 1.37281670e-01],
       [ 3.13596953e-01],
       [ 7.39426220e-01],
       [ 7.16645646e-01],
       [ 1.16163417e-02],
       [ 2.11600073e-01],
       [-5.42357610e-02],
       [ 2.05095559e-01],
       [-5.75204181e-01],
       [-6.97936833e-03],
       [ 2.17715135e-01],
       [-5.98992383e-01],
       [ 8.27052867e-02],
       [ 1.31818829e-03],
       [ 2.99973296e-01],
       [ 8.14869095e-02],
       [ 2.47104547e-01],
       [ 3.28910120e-01],
       [ 2.75438540e-01],
       [-7.90660098e-02],
       [ 5.67928639e-01],
       [-2.43534886e-01],
       [ 3.89989424e-01],
       [-4.15248955e-02],
       [ 6.37564670e-01],
       [ 1.98060494e-01],
       [ 5.30137410e-02],
       [-2.31995602e-01],
       [ 9.01819312e-02],
       [-4.43851447e-01],
       [ 1.88986617e-01],
       [ 2.49575156e-01],
       [ 1.12222227e-01],
       [-2.68941414e-01],
       [-5.13160647e-01],
       [-5.34590640e-01],
       [-7.55692718e-01],
       [-4.29276304e-01],
       [-5.59577200e-01],
       [-1.09677040e-01],
       [-6.68642432e-01],
       [-4.60009873e-02],
       [-7.26821416e-01],
       [ 4.07175494e-01],
