,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.2_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 2.93586858e-01],
       [-3.46304088e-01],
       [-4.21726931e-01],
       [-4.93425819e-01],
       [ 6.06025083e-03],
       [-3.09745458e-01],
       [-2.57449582e-03],
       [-3.23331391e-03],
       [-3.61921619e-01],
       [ 4.53239914e-01],
       [-1.09907394e-01],
       [-7.73875979e-02],
       [-2.47182036e-01],
       [ 3.52427438e-01],
       [ 3.52830133e-01],
       [ 4.62720460e-01],
       [ 3.92903528e-01],
       [ 7.22206798e-01],
       [ 8.16995312e-01],
       [ 1.01847737e-01],
       [ 3.22357155e-01],
       [ 1.80733768e-01],
       [-3.54280864e-01],
       [-3.58439170e-01],
       [-4.19879516e-01],
       [ 4.70684467e-02],
       [ 1.62297051e-01],
       [ 9.34366709e-02],
       [ 2.98113706e-01],
       [ 1.01739000e-01],
       [ 4.99027444e-01],
       [-8.49837167e-02],
       [ 5.38221464e-02],
       [ 2.85277681e-01],
       [ 1.51752344e-02],
       [ 3.16502879e-02],
       [ 1.63342838e-01],
       [-1.08861999e-01],
       [ 3.61408890e-01],
       [ 3.92834537e-01],
       [-4.00930546e-01],
       [ 3.96681140e-01],
       [ 2.26314486e-01],
       [ 3.68569243e-02],
       [ 2.84997772e-01],
       [ 1.75811876e-01],
       [ 1.81940372e-01],
       [ 1.35796610e-01],
       [-1.39699001e-01],
       [-3.64906491e-01],
       [ 4.56153444e-01],
       [ 2.37592867e-01],
       [-3.16496361e-02],
       [ 7.11651762e-01],
       [-3.16477677e-01],
       [ 7.59136060e-02],
       [ 2.03204837e-01],
       [ 1.82120359e-01],
       [-3.65297251e-01],
       [-1.02480826e-01],
       [-3.13978702e-01],
       [ 4.89003307e-01],
       [-2.82462460e-01],
       [-9.04845790e-02],
       [ 1.97036503e-01],
       [ 3.76657742e-01],
       [ 2.94783871e-01],
       [ 3.76871055e-01],
       [ 2.58077480e-01],
       [ 1.46659621e-01],
       [-3.47722172e-01],
       [ 8.23794659e-03],
       [ 2.02054251e-01],
       [ 5.78671811e-02],
       [-1.91019019e-01],
       [-5.89682359e-02],
       [-5.37472711e-01],
       [-1.04350851e-01],
       [ 1.57895885e-01],
       [ 2.48579394e-02],
       [ 3.84984818e-02],
       [-1.09424593e-01],
       [-4.95117803e-02],
       [-4.86455009e-01],
       [-6.84757786e-03],
       [ 1.42284653e-01],
       [-2.49379286e-01],
       [-2.63789045e-01],
       [-5.42266457e-01],
       [ 4.85210548e-01],
       [ 7.04918701e-01],
       [ 2.83677963e-01],
       [-2.90873311e-03],
       [ 2.27659114e-01],
       [ 1.79186812e-01],
       [ 3.71992528e-01],
       [ 1.53797957e-01],
       [ 7.09888673e-01],
       [-5.93515152e-01],
       [ 3.65897693e-01],
       [-7.55196999e-02],
       [-7.52266674e-01],
       [ 9.40409396e-03],
       [-5.19467884e-01],
       [-5.38344039e-01],
       [-3.49996697e-01],
       [ 9.06610749e-02],
       [-5.18402469e-01],
       [-2.30066986e-01],
       [-1.37130615e-02],
       [-1.92106860e-01],
       [ 6.13133504e-01],
       [ 6.24632824e-02],
       [ 1.92564322e-01],
       [-5.19380278e-01],
       [-1.59697890e+00],
       [ 6.32117940e-01],
       [-2.81897556e-01],
       [-5.31698000e-02],
       [-9.62826096e-01],
       [-9.90762201e-01],
       [-5.22070720e-01],
       [ 8.90368881e-02],
       [ 4.53725521e-02],
       [ 2.48869656e-02],
       [-2.98429828e-01],
       [ 5.20259297e-02],
       [-1.06582849e+00],
       [-2.79156329e-01],
       [-1.53721069e-01],
       [ 1.49722757e-01],
       [-2.66868213e-01],
       [ 6.05014450e-01],
       [-2.99231790e-01],
       [-2.49291539e-01],
       [-7.07675613e-02],
       [ 4.53759245e-01],
       [-6.03176969e-03],
       [ 5.43268532e-01],
       [-1.65445300e-01],
       [-1.09197173e+00],
       [-3.65623556e-02],
       [ 2.00536810e-02],
       [ 2.36928288e-01],
       [-2.10091823e-01],
       [ 1.25737722e-01],
       [-6.19323477e-02],
       [ 2.65444929e-01],
       [-2.50382366e-01],
       [-8.30537209e-01],
       [ 1.44579954e-01],
       [ 8.80816627e-02],
       [ 4.83881874e-01],
       [ 4.11118044e-01],
       [-1.40168077e-01],
       [-5.38357855e-02],
       [ 2.41726789e-01],
       [-1.07066170e-01],
       [ 2.70264489e-02],
       [-3.99845604e-01],
       [ 7.91645324e-01],
       [ 1.53306914e-01],
       [ 3.60523292e-01],
       [-1.05695936e-01],
       [ 3.14916686e-02],
       [-4.49651241e-01],
       [-1.59288058e-01],
       [-3.63270539e-01],
       [-7.05517933e-02],
       [ 3.81767954e-01],
       [-4.71295774e-01],
       [ 9.81564531e-02],
       [-2.98229853e-01],
       [-3.57005185e-01],
       [ 4.54872446e-01],
       [ 2.58987263e-01],
       [-6.40456904e-02],
       [-9.52736311e-02],
       [-2.42074974e-01],
       [-3.24457156e-01],
       [-6.62643758e-02],
       [-1.48304196e-01],
       [ 5.49527391e-02],
       [ 1.24248435e-01],
       [-1.27520063e-01],
       [-2.31346288e-02],
       [ 1.11935149e-01],
       [-9.61579432e-02],
       [-5.17553180e-02],
       [ 1.73155305e-02],
       [-1.25313673e-03],
       [ 1.42946140e-01],
       [ 8.55414824e-01],
       [ 2.67077524e-01],
       [-2.42077849e-01],
       [ 4.92294357e-01],
       [ 3.79942995e-02],
       [-3.02950345e-01],
       [-5.94051244e-01],
       [ 1.16414693e-01],
       [ 4.62730027e-01],
       [-8.85299605e-01],
       [ 1.06237439e-01],
       [-5.14522482e-01],
       [-9.29435395e-01],
       [-6.47267315e-02],
       [-7.57676722e-01],
       [-1.21198981e+00],
       [-9.77788033e-01],
       [-9.36384007e-01],
       [-1.32829283e+00],
       [-1.16681595e+00],
       [-7.71896565e-01],
       [-3.66094346e-01],
       [-3.01644314e-02],
       [-6.55520916e-01],
       [-5.33513877e-01],
       [-8.69687329e-01],
       [-3.64402905e-01],
       [-6.00268538e-02],
       [ 7.84115915e-01],
       [-8.96333128e-01],
       [ 3.80902987e-01],
       [ 6.54430189e-01],
       [ 1.80750638e-01],
       [ 2.43895814e-01],
       [ 2.49916377e-01],
       [ 2.78907624e-01],
       [ 3.00221170e-02],
       [-4.01338898e-01],
       [ 3.18634981e-01],
       [-1.32467647e-01],
       [-1.42773226e-01],
       [ 2.34251513e-01],
       [ 5.87893281e-01],
       [ 2.39299649e-01],
       [ 5.85501218e-03],
       [ 2.92029691e-03],
       [-5.17589490e-01],
       [-1.01771640e-01],
       [ 1.22604100e-01],
       [ 2.21569048e-01],
       [ 6.71114665e-02],
       [ 1.44050076e-01],
       [-1.29860500e-01],
       [-4.04994318e-01],
       [ 4.54914945e-01],
       [ 4.16330735e-01],
       [ 9.02154176e-04],
       [ 4.21572385e-01],
       [ 8.53315879e-02],
       [-1.82602147e-01],
       [ 3.47611358e-01],
       [ 3.20313601e-01],
       [-2.98041961e-02],
       [ 4.94240813e-01],
       [-6.19887874e-01],
       [-8.20610847e-02],
       [ 4.45780805e-01],
       [-3.72108306e-02],
       [ 3.34676208e-01],
       [-7.01709634e-01],
       [ 3.51739894e-01],
       [ 9.09555552e-02],
       [-1.56826773e-02],
       [-1.73536791e-02],
       [ 1.42961918e-01],
       [ 3.77281150e-01],
       [ 1.85431251e-01],
       [-1.82115058e-01],
       [ 3.89265706e-01],
       [ 4.17217007e-01],
       [ 5.43267754e-01],
       [-2.92367761e-01],
       [ 1.24810176e-01],
       [ 6.97449293e-02],
       [ 3.57291761e-01],
       [ 1.73996542e-01],
       [ 3.45647298e-01],
       [ 3.17771086e-01],
       [ 2.04063763e-01],
       [-4.63161355e-01],
       [ 3.40432281e-02],
       [-4.53387941e-01],
       [ 1.46498757e-01],
       [ 4.68946378e-01],
       [ 2.55583449e-01],
       [ 1.72198661e-01],
       [ 5.79381009e-01],
       [ 4.14579340e-01],
       [ 4.02114900e-01],
       [ 4.00041712e-01],
       [ 2.98664232e-02],
       [-1.28213636e-01],
       [-2.71471777e-01],
       [-5.34480150e-01],
       [-4.81108226e-01],
       [-1.50883561e-01],
       [-4.83992193e-01],
       [ 4.03779659e-01],
       [ 4.54450900e-02],
       [ 3.82545103e-01],
       [ 5.45086686e-01],
       [-2.54008155e-01],
       [ 3.94050110e-01],
       [-3.89330839e-01],
       [-8.66060053e-02],
       [ 6.82326011e-01],
       [ 2.86728925e-01],
       [ 5.02252926e-01],
       [ 5.43299944e-01],
       [ 2.01112118e-01],
       [-1.14855283e-01],
       [ 2.84340518e-02],
       [ 6.41991493e-02],
       [ 5.28688234e-01],
       [ 2.72659583e-02],
       [ 1.82524781e-01],
       [-6.61232491e-02],
       [ 2.03144119e-01],
       [ 2.20720633e-01],
       [ 4.11567063e-01],
       [ 2.87083639e-02],
       [-1.68516493e-01],
       [ 2.63286640e-01],
       [ 2.07262240e-01],
       [ 2.56324091e-01],
       [ 1.75915188e-01],
       [-3.01228634e-01],
       [ 5.92461524e-01],
       [ 7.51981259e-01],
       [-3.33213557e-01],
       [-1.16800390e-01],
       [-1.68687442e-01],
       [-2.65405096e-01],
       [ 1.05905845e-01],
       [ 4.76448249e-02],
       [ 3.50948040e-01],
       [-1.40531022e+00],
       [ 1.88686939e-02],
       [-1.27216242e+00],
       [-6.85384452e-01],
       [-3.32212200e-01],
       [ 1.57810363e-01],
       [ 4.39047973e-01],
       [ 1.26714571e-01],
       [-6.70010436e-01],
       [ 2.20615799e-01],
       [ 4.21433985e-01],
       [-7.53605067e-01],
       [-5.02502597e-01],
       [-4.40289805e-01],
       [-3.49424599e-04],
       [-4.18676027e-01],
       [-1.99944329e-01],
       [-5.86855415e-01],
       [-3.99910246e-01],
       [-7.87039461e-02],
       [ 1.32116562e-01],
       [-4.95264390e-01],
       [ 4.34520271e-03],
       [-7.88131317e-02],
       [ 8.34841496e-02],
       [-1.51700450e-01],
       [ 1.04588557e-01],
       [ 6.31495470e-01],
       [ 2.01230976e-01],
       [ 3.79173842e-01],
       [ 7.11388428e-01],
       [ 3.40119792e-01],
       [ 2.95137490e-01],
       [ 3.54794577e-01],
       [-6.08150858e-02],
       [ 1.15198824e-01],
       [ 6.53541449e-01],
       [-2.50583190e-01],
       [-2.43103024e-01],
       [-2.74339383e-01],
       [ 6.47732193e-01],
       [ 1.17192007e-01],
       [-4.95408660e-01],
       [-3.72220659e-02],
       [-3.80463434e-01],
       [-5.88116386e-02],
       [ 1.50618933e-01],
       [-9.28119708e-01],
       [-4.05284516e-01],
       [ 2.50859126e-02],
       [-1.41976348e-01],
       [-9.43636818e-02],
       [-1.92245638e-01],
       [-3.68145464e-02],
       [ 4.87774738e-02],
       [-9.34601114e-02],
       [-8.23118158e-02],
       [-5.08131871e-01],
       [-5.07851507e-02],
       [-2.67142299e-01],
       [-4.06103406e-03],
       [-4.23042731e-01],
       [-3.00899461e-01],
       [-1.03007415e-01],
       [-4.18436292e-01],
       [ 3.48265344e-01],
       [-1.28926438e-02],
       [-5.96973972e-01],
       [-8.93352374e-03],
       [-1.47627191e-01],
       [-3.68395780e-01],
       [-4.83705351e-01],
       [-6.18985437e-03],
       [-4.64506584e-01],
       [-9.48638391e-02],
       [-6.24492772e-01],
       [-7.83947903e-01],
       [-1.26261644e-01],
       [-4.79112102e-01],
       [ 2.21540281e-01],
       [ 1.81562742e-01],
       [-6.68553485e-01],
       [-3.03186497e-01],
       [ 1.04690643e-01],
       [-1.76528370e-01],
       [-7.15937167e-02],
       [-2.55070509e-01],
       [-2.47491630e-01],
       [-1.66916390e-01],
       [ 2.85184553e-01],
       [ 1.36734375e-01],
       [-5.28711270e-01],
       [-6.59845656e-01],
       [-3.30698868e-01],
       [-6.39824586e-01],
       [-2.81341583e-01],
       [-4.71029016e-01],
       [-4.85374249e-01],
       [-4.55969828e-01],
       [ 3.71882998e-02],
       [ 8.82466230e-02],
       [-5.50845614e-01],
       [-2.24512537e-01],
       [-3.22371908e-01],
       [-2.28709800e-01],
       [-7.04876910e-03],
       [-2.11616130e-02],
       [ 9.05260682e-02],
       [-7.30631583e-02],
       [ 3.48445614e-02],
       [-3.39002607e-04],
       [ 2.69851876e-02],
       [ 4.26562153e-02],
       [-3.77424850e-02],
       [ 3.03393024e-03],
       [-1.48048001e-02],
       [ 9.40794906e-02],
       [-9.43100703e-03],
       [-3.23517068e-01],
       [ 2.51432416e-01],
       [ 4.88291237e-01],
       [-8.08282937e-01],
       [-2.58907842e-01],
       [-6.80476548e-01],
       [-5.29033914e-01],
       [-4.86221358e-01],
       [ 1.67672223e-01],
       [-4.59562225e-01],
       [ 5.43415371e-01],
       [-3.65676841e-01],
       [ 4.91588010e-01],
       [ 1.26791398e-01],
       [-7.25115014e-02],
       [ 1.03060042e-01],
       [-2.42850807e-01],
       [-6.52008773e-01],
       [ 9.06397099e-02],
       [-1.47486189e-01],
       [-1.75359443e-01],
       [-4.62053692e-01],
       [ 1.12438098e-02],
       [ 5.63023567e-03],
       [-2.30727210e-02],
       [-1.62514987e-02],
       [-1.68407320e-02],
       [-3.38348448e-02],
       [-1.85471109e-02],
       [-1.41109636e-03],
       [-1.35078407e+00],
       [-4.77760680e-01],
       [-3.10799251e-03],
       [-2.99031004e-01],
       [ 1.51991264e-01],
       [ 2.60356955e-01],
       [ 1.97424141e-01],
       [-1.59156287e-01],
       [-5.74264387e-01],
       [-3.00908748e-01],
       [ 3.86042139e-01],
       [-7.01261014e-01],
       [ 2.39490217e-01],
       [ 5.32439103e-01],
       [ 5.49217634e-01],
       [ 5.93755819e-01],
       [ 5.03512321e-01],
       [ 3.01327130e-01],
       [ 6.96874913e-01],
       [-2.78950303e-01],
       [ 1.20878939e-01],
       [ 6.55679010e-02],
       [ 2.51865256e-01],
       [-8.52200080e-01],
       [ 4.07291361e-01],
       [ 2.86510461e-01],
       [-1.09057557e-02],
       [-5.72418052e-01],
       [ 8.91647833e-02],
       [ 1.51679601e-02],
       [-7.90307304e-02],
       [-2.03681232e-01],
       [-6.79374214e-01],
       [ 9.55463673e-02],
       [-8.33157741e-01],
       [-2.15235066e-02],
       [-9.69138317e-02],
       [ 4.90151129e-01],
       [-3.71962132e-01],
       [ 7.22960579e-02],
       [-7.00056292e-01],
       [ 1.02432799e-01],
       [ 3.26137321e-01],
       [ 5.60031806e-02],
       [ 5.92099267e-01],
       [-1.87279984e-01],
       [-8.59549917e-01],
       [-7.08881497e-01],
       [ 1.36701048e+00],
       [-2.85786711e-02],
       [-1.33323889e-02],
       [ 1.07564726e-01],
       [-1.33311300e-01],
       [-5.06525509e-02],
       [-8.85465729e-02],
       [ 5.98372080e-01],
       [-6.44529994e-01],
       [ 1.18824868e+00],
       [ 3.91364859e-01],
       [-2.38069114e-01],
       [-1.43814843e-02],
       [ 1.35707351e-01],
       [ 1.29998496e-01],
       [-2.16446407e-01],
       [ 4.12384393e-02],
       [ 1.32699160e-01],
       [ 3.10688803e-01],
       [ 1.99568022e-01],
       [-6.21134564e-02],
       [ 3.07084146e-01],
       [ 6.87758012e-01],
       [ 3.61817443e-01],
       [ 2.54707454e-01],
       [-1.69462292e-01],
       [-4.48683985e-01],
       [-4.35699119e-01],
       [ 8.38986432e-01],
       [ 2.51942414e-02],
       [ 5.76272383e-01],
       [-6.00719156e-01],
       [-2.70955029e-01],
       [ 1.01922122e-01],
       [ 4.10691156e-01],
       [ 3.11816465e-01],
       [-2.73869380e-01],
       [ 1.22077332e-01],
       [-5.06087704e-01],
       [-4.87298797e-01],
       [-1.41468001e-01],
       [ 2.37797408e-02],
       [-2.26342710e-01],
       [-2.44363451e-02],
       [-1.82490015e-01],
       [ 2.61308559e-01],
       [-2.16777174e-01],
       [ 6.36483476e-01],
       [-2.95508329e-02],
       [ 3.54257947e-02],
       [ 1.59937592e-01],
       [-6.40748551e-01],
       [ 9.82552742e-03],
       [-2.61931220e-02],
       [ 1.24092894e-01],
       [-2.64103683e-03],
       [-3.04056288e-01],
       [ 4.59362081e-01],
       [ 4.93720326e-01],
       [ 7.30814990e-01],
       [ 2.51663561e-01],
       [ 1.99939309e-01],
       [ 1.81582069e-01],
       [-4.01229195e-01],
       [-2.36157522e-01],
       [-3.66272242e-01],
       [-1.55393482e-03],
       [-5.38367476e-02],
       [-8.27550619e-02],
       [ 9.00123166e-02],
       [ 4.61069456e-02],
       [ 2.91295808e-01],
       [ 3.62508692e-01],
       [ 2.57703870e-01],
       [-2.92306061e-02],
       [ 2.04128439e-01],
       [ 3.57529135e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 9.61252593e-02],
       [-2.38147825e-03],
       [-5.90726292e-01],
       [ 2.54288006e-01],
       [-9.70598678e-02],
       [-1.66691092e-01],
       [-4.65415832e-01],
       [-6.20407891e-02],
       [ 1.03088499e-01],
       [ 5.56264822e-02],
       [-3.06666533e-02],
       [-1.00552405e-01],
       [ 3.80182586e-02],
       [ 2.11017466e-01],
       [ 1.48168204e-01],
       [ 4.91031357e-01],
       [-2.45954679e-01],
       [ 6.31447438e-02],
       [ 3.93215788e-01],
       [-2.18401044e-01],
       [ 1.21005879e-01],
       [ 6.52163707e-01],
       [ 1.02458023e-01],
       [-4.97748169e-01],
       [-2.76637372e-01],
       [ 9.60581956e-02],
       [-3.27865747e-01],
       [ 5.11797774e-01],
       [-3.40141858e-01],
       [ 1.65492831e-01],
       [-9.50152950e-02],
       [-8.13474325e-02],
       [ 1.57579494e-02],
       [ 9.33705939e-02],
       [ 1.33765037e-02],
       [ 4.91312474e-02],
       [ 5.70235483e-03],
       [-2.07888479e-01],
       [-2.07061399e-01],
       [-5.23044327e-01],
       [ 1.51561033e-01],
       [-3.11567303e-03],
       [-4.25465496e-02],
       [ 1.98724297e-01],
       [ 1.33036318e-01],
       [-2.12561128e-01],
       [-1.96268163e-02],
       [-1.85546587e-01],
       [ 2.29040746e-01],
       [-4.15391529e-01],
       [-5.73694041e-02],
       [-1.43594552e-01],
       [ 1.80398486e-01],
       [ 1.16012015e-01],
       [ 1.63583171e-01],
       [ 1.45206443e-02],
       [ 3.28385699e-02],
       [-2.09627745e-02],
       [ 1.69816621e-01],
       [ 2.09498101e-01],
       [ 1.34771126e-01],
       [ 3.87333626e-04],
       [ 2.01992701e-01],
       [-4.85015091e-01],
       [ 2.57422294e-02],
       [-1.73261406e-01],
       [ 7.13838634e-02],
       [ 1.91265015e-01],
       [-2.50468684e-01],
       [ 2.87970128e-01],
       [ 2.12190968e-01],
       [-2.09722264e-01],
       [ 1.45069650e-01],
       [ 1.57149948e-01],
       [-5.51355757e-04],
       [ 2.61187926e-01],
       [-8.90092926e-01],
       [ 2.54323709e-01],
       [-2.49458767e-01],
       [-7.74366430e-01],
       [-2.31764423e-02],
       [ 3.63558819e-01],
       [ 3.76371247e-01],
       [-1.13147429e+00],
       [ 6.20751542e-03],
       [ 2.49028027e-01],
       [ 7.19321608e-01],
       [-1.27252327e-01],
       [-2.62490114e-03],
       [-7.25171288e-02],
       [-3.35128580e-02],
       [-3.18628504e-01],
       [ 5.56545791e-02],
       [-2.16940668e-01],
       [ 1.14869578e-01],
       [-8.54796698e-01],
       [-3.94372660e-01],
       [ 2.97679712e-01],
       [-3.97333117e-01],
       [ 1.60671599e-02],
       [ 2.60437432e-01],
       [ 3.97587798e-01],
       [-1.22577132e-01],
       [-1.77997581e-01],
       [-8.38216908e-01],
       [-3.56340798e-01],
       [-7.80969995e-01],
       [-1.58311546e-01],
       [-2.50973969e-01],
       [ 3.32697559e-01],
       [-1.37299816e-01],
       [ 3.71589710e-01],
       [ 8.75484695e-02],
       [ 1.83344348e-01],
       [-6.86920578e-02],
       [ 2.71634937e-03],
       [ 2.00012758e-01],
       [ 1.09779802e-01],
       [-6.20987322e-03],
       [ 3.16875768e-03],
       [-3.93276263e-03],
       [-2.72938680e-01],
       [ 3.28697752e-01],
       [ 2.57707842e-01],
       [-2.54301583e-02],
       [-2.87925827e-01],
       [ 2.31603871e-01],
       [ 3.63351030e-02],
       [ 3.56309466e-03],
       [ 4.09880625e-02],
       [-8.41900619e-01],
       [ 5.14737873e-02],
       [-1.93850028e-01],
       [ 6.79188989e-02],
       [ 8.56395347e-02],
       [ 1.41454412e-01],
       [-1.79446206e-01],
       [-2.28514043e-01],
       [-1.87104406e-01],
       [ 6.17200476e-01],
       [ 1.71976737e-01],
       [ 2.11485614e-01],
       [ 6.73180210e-01],
       [-6.99811417e-02],
       [-1.00121074e-01],
       [-1.32016887e-01],
       [ 1.10540913e-02],
       [ 2.36691668e-01],
       [ 2.67009553e-01],
       [-8.32993147e-02],
       [ 1.25101240e-01],
       [-5.43203128e-02],
       [-2.91296251e-01],
       [ 1.29320898e-01],
       [ 7.54153633e-02],
       [ 3.39672467e-01],
       [-1.80712712e-01],
       [-1.37203882e-01],
       [-1.29036699e-02],
       [-1.88307776e-01],
       [ 4.47089016e-01],
       [ 1.67078719e-01],
       [ 5.03644978e-01],
       [-1.77346739e-01],
       [-3.58193561e-01],
       [ 4.76384273e-01],
       [-4.76687501e-01],
       [-3.16537667e-01],
       [-1.10240661e-01],
       [-2.30750026e-01],
       [-6.77818339e-01],
       [ 2.03493537e-01],
       [ 3.97975052e-01],
       [ 1.12331563e-01],
       [ 1.09760645e-01],
       [-2.31870475e-01],
       [ 5.00729785e-01],
       [ 2.47728056e-01],
       [ 7.09408136e-01],
       [ 5.84261303e-01],
       [ 6.02938453e-02],
       [ 7.72178829e-02],
       [ 5.17485524e-01],
       [ 5.19393735e-02],
       [ 2.21040116e-01],
       [-4.91368149e-01],
       [ 1.31721412e-01],
       [-3.86342969e-01],
       [-9.09649610e-01],
       [-5.78395457e-02],
       [-2.39035883e-01],
       [-4.10008164e-01],
       [-8.68099842e-02],
       [ 2.67129937e-01],
       [ 1.18331851e-01],
       [ 3.10729927e-01],
       [-6.73610725e-01],
       [ 2.03496429e-01],
       [-1.46296436e-01],
       [ 5.57768648e-02],
       [ 6.96149084e-01],
       [ 1.18088989e-02],
       [ 3.23871175e-02],
       [ 1.81089639e-01],
       [-2.75938786e-01],
       [-6.26663693e-02],
       [ 3.62105739e-01],
       [-4.65941164e-01],
       [-4.46986882e-01],
       [-2.74544459e-01],
       [ 5.49231618e-01],
       [ 2.17374962e-01],
       [-9.80946361e-02],
       [ 1.43557898e-01],
       [ 1.04546318e-01],
       [ 1.16735077e-01],
       [ 1.97215007e-01],
       [-7.45003757e-02],
       [-1.02969565e-01],
       [-2.87526240e-01],
       [ 1.90123201e-01],
       [ 9.71524367e-02],
       [-5.07233030e-01],
       [-6.57104845e-02],
       [ 1.97013302e-01],
       [-2.72022810e-01],
       [-1.39234980e-01],
       [ 5.85422014e-01],
       [ 1.24174944e-01],
       [ 2.96701401e-01],
       [ 9.91259811e-01],
       [ 4.58392355e-01],
       [ 2.25665660e-01],
       [-7.10095140e-01],
       [-4.83328437e-01],
       [-2.71604276e-02],
       [-5.45507997e-01],
       [ 2.49558001e-01],
       [ 1.89732725e-01],
       [-6.69806149e-01],
       [-3.06296494e-02],
       [-5.54940420e-01],
       [ 1.31407852e-01],
       [ 5.70460623e-01],
       [-3.55377312e-01],
       [ 4.88968250e-01],
       [-1.66650513e-01],
       [ 1.77473874e-01],
       [ 5.95144981e-01],
       [ 4.67547320e-04],
       [ 4.06287751e-01],
       [ 4.59531881e-01],
       [ 3.60729385e-01],
       [-2.22369898e-01],
       [-1.42970834e-01],
       [-8.13741930e-02],
       [ 7.58632367e-03],
       [-2.18353305e-01],
       [-6.09321164e-02],
       [-3.80694894e-02],
       [-4.11885888e-01],
       [-2.01473246e-01],
       [ 3.52802224e-01],
       [-1.21114494e-02],
       [-1.70928429e-01],
       [-7.16283538e-01],
       [-1.98934004e-02],
       [-1.86996113e-01],
       [ 3.48504239e-02],
       [-6.90254550e-01],
       [-3.93114725e-02],
       [ 1.94758400e-01],
       [-1.84460923e-01],
       [-2.52625100e-01],
       [-1.56269609e-01],
       [ 1.14413019e-01],
       [-2.28970475e-02],
       [ 4.53630645e-01],
       [ 8.69980670e-01],
       [-6.65883127e-01],
       [ 3.28406236e-01],
       [-9.89214483e-02],
       [-3.78030884e-01],
       [ 9.68319241e-02],
       [ 5.84702636e-02],
       [ 4.68272344e-02],
       [-7.46002373e-02],
       [-2.83645558e-01],
       [ 1.70683098e-01],
       [-4.61071333e-01],
       [-3.04160456e-01],
       [-9.66432805e-01],
       [-1.80557956e-01],
       [ 2.32031790e-01],
       [ 5.08672438e-01],
       [ 3.06604224e-01],
       [ 3.35831663e-01],
       [ 1.12144216e-01],
       [-8.10002071e-02],
       [ 2.22672913e-01],
       [ 4.87073341e-02],
       [-4.70361801e-01],
       [ 4.46434564e-01],
       [ 1.00103495e-01],
       [ 2.19348431e-01],
       [-5.55545982e-01],
       [ 1.18356253e-01],
       [ 3.36914427e-01],
       [-5.20782687e-01],
       [-6.06701122e-01],
       [ 1.91946571e-02],
       [-2.07510098e-01],
       [ 6.38701750e-01],
       [-1.27612276e-02],
       [ 1.09851671e-01],
       [ 2.81946319e-01],
       [-3.70749075e-02],
       [ 2.91768251e-01],
       [ 4.26885336e-01],
       [-4.63490519e-02],
       [-1.17944830e-01],
       [ 2.76976774e-02],
       [-3.82866092e-01],
       [ 5.43194233e-01],
       [ 5.77251009e-02],
       [ 7.82183552e-02],
       [ 4.89212230e-01],
       [ 4.90518837e-01],
       [-1.59832207e-01],
       [-8.73136631e-03],
       [ 2.16206478e-01],
       [-1.32549358e-01],
       [ 3.85280791e-01],
       [-2.71658136e-01],
       [ 9.58138191e-02],
       [ 8.02443398e-02],
       [ 4.78176740e-01],
       [ 4.94738874e-01],
       [ 2.67050739e-02],
       [ 4.54736780e-01],
       [-6.67127345e-02],
       [ 2.96508901e-01],
       [ 6.48279174e-01],
       [ 3.77535737e-01],
       [ 3.49624893e-01],
       [ 5.31686963e-01],
       [ 3.56004624e-01],
       [ 1.66480850e-01],
       [-1.15774657e-01],
       [ 8.38742603e-04],
       [ 6.37441884e-04],
       [-2.65999208e-01],
       [-3.66740077e-02],
       [ 2.34212268e-01],
       [ 1.42167723e-01],
       [ 3.75062025e-01],
       [ 6.28226632e-01],
       [ 9.25599421e-02],
       [ 6.39804648e-01],
       [ 2.44720450e-01],
       [-2.37159093e-01],
       [-7.61049421e-02],
       [-2.06339060e-01],
       [ 9.17606363e-02],
       [-7.89682226e-02],
       [-3.32869413e-01],
       [ 3.22416091e-01],
       [ 3.18150705e-01],
       [ 3.52438210e-01],
       [ 2.55388518e-02],
       [ 2.61459856e-01],
       [-5.86268362e-01],
       [ 2.42088669e-01],
       [ 6.97308955e-02],
       [ 3.64870045e-02],
       [-2.70255548e-01],
       [-1.84316419e-01],
       [ 8.94953273e-02],
       [ 4.47546238e-01],
       [ 4.05349589e-01],
       [-1.37847946e-02],
       [-6.35500436e-01],
       [ 1.70266460e-01],
       [ 6.12663587e-01],
       [-4.64536741e-01],
       [-6.74448592e-02],
       [ 2.33686918e-02],
       [-1.52558634e-01],
       [ 2.17661761e-01],
       [-3.36101770e-01],
       [ 2.90804617e-01],
       [ 1.03230011e-01],
       [ 1.63788115e-01],
       [-1.91338498e-01],
       [ 1.19315561e-01],
       [ 4.06447663e-01],
       [ 2.64387740e-01],
       [ 1.00690555e-01],
       [ 8.45321449e-02],
       [-3.39444174e-01],
       [ 1.47914228e-02],
       [ 2.27930014e-01],
       [ 2.72045619e-01],
       [ 2.36471084e-01],
       [ 6.30480574e-01],
       [-8.95605925e-01],
       [ 4.53788711e-01],
       [ 4.84604709e-01],
