,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 5.09952405e-03],
       [-1.38082308e-01],
       [ 1.35983121e-01],
       [-2.46725732e-01],
       [-5.07418845e-01],
       [-9.87654769e-02],
       [-2.29486203e-01],
       [-6.91853773e-03],
       [-2.96147832e-01],
       [ 3.04020228e-01],
       [ 4.85628674e-01],
       [ 6.67760893e-02],
       [ 3.36758600e-01],
       [ 9.01000212e-02],
       [ 8.12234417e-01],
       [-2.55486255e-01],
       [ 1.74161649e-02],
       [ 1.41609486e-01],
       [ 2.82827335e-01],
       [ 7.99597093e-01],
       [-1.33126212e-01],
       [ 1.82496701e-01],
       [ 3.65626022e-01],
       [-4.68758693e-02],
       [ 1.34418937e-01],
       [-1.02351662e-01],
       [-4.69951422e-01],
       [-1.97983491e-01],
       [ 5.07428474e-01],
       [-1.80469523e-02],
       [ 4.42188448e-02],
       [-5.83861892e-02],
       [ 1.18265675e-01],
       [ 9.37530764e-02],
       [ 5.75104893e-01],
       [-6.99804278e-01],
       [-4.52319539e-02],
       [-7.73223192e-01],
       [ 7.51913666e-01],
       [-4.61542326e-01],
       [-1.78588145e-01],
       [ 3.30223997e-01],
       [ 3.67084450e-02],
       [ 8.59632969e-02],
       [ 7.95604715e-01],
       [ 1.70496067e-01],
       [-9.99934124e-02],
       [ 5.24588743e-01],
       [-4.49234668e-01],
       [-6.50696790e-02],
       [ 1.92767837e-01],
       [-3.99288698e-01],
       [ 3.27615586e-01],
       [-9.43446648e-02],
       [-1.05790415e-02],
       [-1.70477908e-01],
       [ 5.65368900e-01],
       [-5.75360778e-01],
       [-3.70389730e-01],
       [-4.13959272e-01],
       [-4.82290806e-02],
       [-1.32601446e-02],
       [ 4.73907069e-01],
       [-9.54265928e-03],
       [-5.57631338e-01],
       [ 1.75029943e-01],
       [ 5.89792971e-02],
       [ 3.84483697e-02],
       [-9.35762609e-01],
       [-3.77192117e-01],
       [-1.00111629e-01],
       [ 2.09883445e-02],
       [ 5.84388267e-02],
       [ 2.56027208e-01],
       [-1.39645369e-02],
       [-3.44572245e-01],
       [-7.14414841e-02],
       [-4.84301854e-02],
       [ 1.12657282e-01],
       [-7.89655152e-01],
       [ 5.94044678e-01],
       [ 2.53703786e-01],
       [ 2.16672465e-01],
       [ 4.82249481e-01],
       [ 3.45728263e-01],
       [-2.14520355e-01],
       [-3.43005018e-01],
       [-1.14436084e-01],
       [ 2.10698128e-01],
       [ 5.23113979e-02],
       [-1.23040331e-01],
       [ 4.58175243e-01],
       [-3.31607519e-01],
       [-3.68013738e-01],
       [-3.64949012e-01],
       [-1.34146794e-01],
       [ 1.03505081e-01],
       [-2.71277773e-01],
       [-4.35644251e-01],
       [ 1.02007339e-01],
       [-1.78608267e-01],
       [ 2.48210158e-01],
       [ 1.58563311e-01],
       [-4.25793022e-01],
       [-4.55239611e-01],
       [-1.37672773e-03],
       [-1.87250691e-01],
       [-6.43995917e-01],
       [ 1.89442296e-01],
       [-1.04476023e-01],
       [ 9.42895819e-02],
       [-7.04837830e-02],
       [ 6.70657514e-02],
       [-8.37088222e-02],
       [-3.32221425e-01],
       [ 4.63240437e-01],
       [-1.58834995e-01],
       [ 1.38673373e-01],
       [ 3.15277693e-01],
       [ 3.97817457e-01],
       [-1.66883661e-02],
       [-6.21882093e-03],
       [-1.38996818e-01],
       [-3.08153937e-01],
       [-1.91559809e-01],
       [-2.62127443e-01],
       [ 3.63944248e-01],
       [ 5.40364455e-02],
       [ 3.55021214e-01],
       [ 4.33613964e-01],
       [ 2.43411145e-01],
       [ 3.64802115e-01],
       [-1.58868502e-01],
       [ 4.60498338e-01],
       [ 9.65314059e-02],
       [ 1.36996536e-01],
       [ 4.16231928e-01],
       [ 3.51305173e-02],
       [-4.65501796e-01],
       [-2.12395877e-01],
       [ 2.69629766e-01],
       [ 2.03753760e-01],
       [-5.45113091e-01],
       [-5.23760088e-02],
       [ 2.56725362e-01],
       [-1.84340454e-01],
       [ 3.46122913e-01],
       [-8.73944139e-02],
       [ 3.28980868e-01],
       [-7.06503330e-02],
       [-5.37636292e-02],
       [-3.09193972e-02],
       [-4.24844975e-02],
       [-7.02872419e-01],
       [ 5.22862292e-03],
       [ 5.07536061e-01],
       [ 2.69434311e-01],
       [-2.66984920e-01],
       [ 1.78649220e-01],
       [-7.11940405e-01],
       [ 1.19421529e-01],
       [-3.39905857e-01],
       [ 1.60454789e-01],
       [-4.60243045e-01],
       [ 1.22035465e-01],
       [-1.15488601e-01],
       [-1.02079922e-01],
       [ 1.15934605e-01],
       [ 1.09333225e-02],
       [-2.93965330e-01],
       [ 1.88415041e-01],
       [ 8.41819531e-01],
       [ 3.23742286e-01],
       [-2.06446888e-02],
       [ 1.43721842e-01],
       [ 1.18071525e-02],
       [ 3.76229890e-02],
       [ 4.84484895e-01],
       [-1.64552317e-01],
       [-3.63234828e-01],
       [ 5.55317470e-01],
       [-2.51291885e-01],
       [-9.63039536e-01],
       [ 8.73348109e-02],
       [ 2.34203990e-01],
       [-1.34355100e-01],
       [-4.02870893e-01],
       [-1.76562971e-02],
       [ 2.17731996e-01],
       [ 2.51818505e-01],
       [-4.29729275e-03],
       [ 2.27142182e-02],
       [ 1.47432747e-01],
       [ 6.11791703e-01],
       [-6.79469305e-01],
       [ 3.56859507e-01],
       [-2.53063451e-01],
       [-1.02529330e-01],
       [-2.05030026e-02],
       [ 5.29626770e-01],
       [ 3.79995118e-01],
       [ 2.56738272e-01],
       [-5.39505536e-01],
       [-1.15784023e-01],
       [-1.62735605e-01],
       [-4.27500719e-01],
       [-2.14104363e-01],
       [-2.97898151e-01],
       [ 1.35931053e-01],
       [-2.26006432e-01],
       [-8.29255498e-01],
       [-1.49946601e-02],
       [-2.05077150e-01],
       [ 6.94161771e-01],
       [ 5.95592233e-02],
       [-2.57164020e-03],
       [ 4.39243294e-01],
       [ 3.64397651e-01],
       [-9.58935105e-02],
       [ 5.14597503e-01],
       [ 1.14301892e-01],
       [ 6.51134057e-01],
       [ 9.89794825e-01],
       [-2.22244803e-01],
       [-2.75044477e-01],
       [ 2.85101234e-01],
       [ 4.54017886e-01],
       [-7.90167152e-01],
       [-1.49648314e-01],
       [-1.53391827e-01],
       [ 5.26793744e-02],
       [-1.73101797e-02],
       [-1.92229662e-01],
       [-3.46506233e-01],
       [-1.78936332e-01],
       [ 3.35667325e-01],
       [ 4.44859414e-01],
       [ 1.93007893e-01],
       [ 3.02260613e-01],
       [-1.99801471e-03],
       [-1.27613563e-01],
       [ 1.29274878e-01],
       [ 4.30327604e-01],
       [-3.64498153e-01],
       [-5.14432376e-03],
       [ 9.32053823e-02],
       [-7.44197043e-02],
       [ 3.82661318e-01],
       [ 3.22402682e-01],
       [ 1.39940046e-02],
       [ 2.68276600e-02],
       [-4.36212538e-03],
       [ 9.12599973e-02],
       [-1.29826416e-01],
       [ 5.91437925e-01],
       [-1.99303398e-01],
       [ 4.09787671e-01],
       [ 6.62724396e-01],
       [ 5.84555611e-01],
       [ 4.03238709e-01],
       [-2.06429147e-01],
       [-7.44941225e-01],
       [ 2.86331021e-01],
       [-4.01703401e-01],
       [-5.06429517e-02],
       [-4.20383137e-01],
       [ 9.01104823e-02],
       [ 2.20510064e-01],
       [-1.06602105e-02],
       [ 1.58053406e-01],
       [-2.67944582e-02],
       [ 3.12588649e-03],
       [-1.98325298e-01],
       [-5.68024705e-01],
       [-7.69972219e-03],
       [-1.49082553e-01],
       [ 2.06926630e-01],
       [-6.67618139e-01],
       [-2.61037606e-01],
       [ 4.56689159e-01],
       [ 6.38006964e-02],
       [ 2.34789322e-01],
       [-4.21045592e-01],
       [ 9.40300989e-01],
       [-2.41749026e-01],
       [-5.60677065e-01],
       [-4.61544651e-01],
       [ 3.54679966e-01],
       [ 2.61020808e-01],
       [ 4.16033226e-01],
       [-6.92626160e-01],
       [-2.70638879e-01],
       [-1.42301416e-01],
       [-2.91278313e-02],
       [-7.34422621e-02],
       [ 5.46570806e-01],
       [ 5.51066242e-01],
       [-8.00380415e-02],
       [ 2.61093417e-02],
       [-1.66342256e-01],
       [ 4.08208948e-02],
       [ 8.46792003e-02],
       [ 7.22309582e-03],
       [ 9.38071974e-02],
       [-1.13670316e-01],
       [ 2.88921461e-01],
       [-5.76523373e-01],
       [-2.16719408e-01],
       [ 3.55515721e-01],
       [-2.82621150e-01],
       [-3.85703374e-01],
       [ 4.91153580e-01],
       [ 2.85854521e-01],
       [ 3.31368916e-02],
       [-1.55402803e-01],
       [-2.76203616e-01],
       [-1.12662186e-02],
       [-6.31777058e-01],
       [ 6.78697690e-01],
       [-2.25118998e-01],
       [-1.61627946e-01],
       [-2.13235212e-02],
       [ 2.41961433e-01],
       [-7.35924862e-01],
       [-1.45780510e-02],
       [-1.59147989e-01],
       [ 1.91766425e-01],
       [-6.90833098e-01],
       [-4.53189902e-02],
       [ 2.97554283e-03],
       [-4.90900586e-03],
       [-4.07985249e-01],
       [-1.58883786e-02],
       [-7.86803610e-02],
       [ 2.99577628e-02],
       [-3.75381245e-01],
       [ 4.81350909e-01],
       [-5.15821072e-01],
       [-2.48388811e-01],
       [-8.54864748e-02],
       [-4.35805462e-02],
       [ 1.13822575e-02],
       [ 4.04747351e-01],
       [-1.83223292e-01],
       [-1.93377255e-01],
       [ 4.95641796e-01],
       [ 3.19317572e-01],
       [ 3.59328229e-01],
       [-3.36270839e-01],
       [ 1.12651766e-01],
       [ 2.87322849e-01],
       [ 2.46974474e-01],
       [-1.05454556e-01],
       [-2.01737101e-01],
       [ 5.89368439e-01],
       [ 3.31625256e-01],
       [ 5.40215279e-01],
       [ 1.03802568e-01],
       [-6.26777467e-02],
       [-5.55783455e-02],
       [ 7.11773869e-02],
       [ 2.26222383e-01],
       [-2.52726384e-01],
       [ 5.35207490e-01],
       [-2.42762286e-01],
       [-3.58451771e-02],
       [-6.80247282e-01],
       [ 4.04550837e-01],
       [ 5.31591517e-02],
       [-2.68749618e-02],
       [ 1.02126603e-01],
       [-4.74197634e-01],
       [-2.61924651e-01],
       [ 9.82768864e-02],
       [-6.15520830e-01],
       [ 7.57710147e-03],
       [ 1.81260743e-01],
       [ 5.58273285e-02],
       [ 1.79660693e-01],
       [ 2.36715435e-01],
       [-2.89013851e-02],
       [-8.68569333e-02],
       [ 2.12832823e-01],
       [-9.10229431e-01],
       [ 1.21981288e-01],
       [ 5.55288077e-01],
       [-7.57455886e-02],
       [-8.41686132e-02],
       [-2.04098703e-01],
       [-7.78597214e-02],
       [ 8.85172430e-02],
       [ 1.50570002e-01],
       [ 2.06357970e-02],
       [ 3.64738211e-02],
       [-9.27352807e-02],
       [ 7.27800089e-01],
       [-4.05594629e-01],
       [-4.90765692e-01],
       [-1.27821349e-01],
       [-5.80233333e-01],
       [-5.55636185e-01],
       [-4.73695293e-01],
       [ 1.07125606e-01],
       [ 3.71500015e-03],
       [-2.40797327e-01],
       [-5.67804350e-01],
       [ 5.33962736e-02],
       [ 3.68356385e-01],
       [-5.68559878e-01],
       [ 1.21576002e-01],
       [-8.39232195e-02],
       [ 9.09456758e-02],
       [-9.18268437e-02],
       [ 2.14077886e-01],
       [ 1.34249491e-01],
       [ 1.80128614e-01],
       [ 1.12913071e-01],
       [-4.48437425e-02],
       [ 8.03267722e-02],
       [ 7.16044109e-02],
       [-5.53169744e-02],
       [ 1.15774933e-01],
       [-2.47138074e-01],
       [ 3.70002659e-01],
       [ 3.65148648e-02],
       [-3.28736636e-01],
       [-1.67412329e-01],
       [-2.68554460e-01],
       [ 3.78150391e-02],
       [ 3.64989254e-01],
       [-1.99019952e-01],
       [-6.57297910e-01],
       [ 5.30250177e-02],
       [-1.71616487e-01],
       [-1.59640919e-01],
       [ 1.60158257e-01],
       [ 1.54127881e-01],
       [-3.85460706e-02],
       [-4.13730429e-01],
       [-1.59410268e-01],
       [ 2.65679580e-03],
       [-5.49767067e-01],
       [-1.57597757e-01],
       [-1.64919783e-01],
       [ 2.27338927e-02],
       [-4.43988636e-01],
       [ 7.85870880e-01],
       [ 1.65303695e-02],
       [-4.84289177e-02],
       [-1.10877860e-02],
       [ 1.37362823e-01],
       [ 1.32693089e-01],
       [-6.82961167e-02],
       [-1.95020592e-01],
       [ 1.52957697e-01],
       [ 2.30226839e-01],
       [-1.65276229e-01],
       [ 7.51034661e-02],
       [ 8.15081679e-02],
       [ 2.08120040e-01],
       [-2.51222049e-02],
       [ 2.53695878e-01],
       [ 6.11265702e-01],
       [-2.76806422e-02],
       [ 3.84535701e-03],
       [-1.38460434e-01],
       [-4.87328019e-01],
       [-2.52742879e-01],
       [-1.14509156e-01],
       [ 1.18724033e-01],
       [-2.68705427e-01],
       [-7.21840290e-02],
       [-3.60033381e-01],
       [ 3.24454942e-01],
       [-2.79563128e-01],
       [-1.18261238e-01],
       [ 2.90847233e-02],
       [-4.12405485e-02],
       [-3.12761906e-02],
       [ 2.81313313e-01],
       [ 8.26852586e-03],
       [-4.17800040e-01],
       [-2.62367989e-01],
       [ 3.78654266e-01],
       [ 1.09069388e-01],
       [ 3.75950481e-01],
       [-1.36291695e-01],
       [ 3.70685701e-01],
       [-7.99173802e-02],
       [ 4.98321622e-02],
       [ 4.85297805e-01],
       [ 4.36243296e-03],
       [-1.42322468e-02],
       [-2.44931575e-01],
       [-2.54566489e-02],
       [ 2.57130115e-01],
       [ 2.43194349e-01],
       [-2.85748834e-01],
       [-3.64612847e-01],
       [ 3.12578430e-01],
       [ 5.58556383e-03],
       [-2.00823754e-01],
       [ 9.04066417e-01],
       [-1.67033672e-01],
       [ 5.73656694e-02],
       [ 1.06163908e-01],
       [ 6.76967837e-04],
       [ 3.32823546e-01],
       [ 1.95693640e-01],
       [ 2.69424845e-03],
       [ 8.68276109e-02],
       [-6.42400391e-01],
       [-2.00477281e-01],
       [ 8.26778655e-02],
       [-1.07092511e-01],
       [-3.22341807e-03],
       [ 6.38005786e-01],
       [-4.45020122e-02],
       [-7.46390961e-02],
       [ 2.41459325e-02],
       [ 2.01255383e-01],
       [ 2.49906234e-01],
       [-1.83125049e-01],
       [ 1.18607978e-01],
       [-2.08037168e-01],
       [ 1.94381617e-01],
       [ 5.24517248e-01],
       [ 7.78027868e-02],
       [ 3.82831838e-01],
       [ 1.36429600e-01],
       [-3.85894736e-02],
       [ 1.17385595e-01],
       [-5.17595820e-01],
       [ 1.53415988e-01],
       [-5.88468623e-01],
       [ 2.57479169e-01],
       [-1.83453509e-01],
       [ 3.10557879e-02],
       [-3.03432397e-02],
       [ 2.99957430e-03],
       [ 2.48497413e-01],
       [-4.90309546e-01],
       [ 4.62100072e-02],
       [ 4.19869067e-01],
       [-2.15055910e-02],
       [ 2.46498134e-01],
       [ 8.90849511e-02],
       [-2.87651249e-02],
       [ 4.87147874e-01],
       [-1.03414094e-01],
       [ 1.02449462e-02],
       [-2.08231356e-01],
       [-1.54362744e-01],
       [-1.92463844e-01],
       [ 1.14935491e-01],
       [-1.24113566e-01],
       [-7.69690980e-02],
       [-1.64521680e-01],
       [ 8.89934775e-03],
       [-2.28209854e-01]])>"
.q_sqrt,"<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 1.59730059e-01,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-4.53712724e-02,  2.01919862e-01,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.28754401e-02, -1.01089122e-01,  2.46401037e-01, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [-9.71768962e-06, -1.87659127e-03, -1.87186266e-03, ...,
          9.85955984e-01,  0.00000000e+00,  0.00000000e+00],
        [-2.57678624e-04,  8.04252422e-04,  2.21962813e-04, ...,
         -1.08086577e-05,  9.98460931e-01,  0.00000000e+00],
        [-2.04198342e-04, -3.48518834e-03, -9.80056371e-02, ...,
         -1.90123074e-04,  1.16079988e-03,  8.87680287e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 8.27065572e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-5.38139626e-02,  9.73261277e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [ 1.21646525e-02, -2.54351470e-02,  9.91123696e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 4.15591235e-03,  5.05285082e-04, -6.09840723e-05, ...,
          8.65313090e-01,  0.00000000e+00,  0.00000000e+00],
        [ 2.23380305e-04,  5.24513661e-05,  4.69011545e-04, ...,
         -3.28647058e-04,  1.00001499e+00,  0.00000000e+00],
        [ 1.05244076e-04, -5.87469221e-05, -1.17833295e-04, ...,
          5.00219859e-04,  6.17667621e-05,  1.00018376e+00]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 6.82938369e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-3.13442197e-02,  9.33725172e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-6.59480011e-03, -2.84096699e-02,  1.00712070e-01, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 2.93141241e-05, -3.81078393e-05,  4.98512690e-05, ...,
          9.99996871e-01,  0.00000000e+00,  0.00000000e+00],
        [ 3.70277739e-04, -3.47401039e-04, -2.99483934e-03, ...,
          1.69404983e-05,  9.99009839e-01,  0.00000000e+00],
        [ 1.07591260e-04,  6.59532017e-04,  6.18266160e-03, ...,
          1.43027096e-05,  9.57653983e-04,  9.33362143e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 1.34187249e-01,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-8.84152544e-02,  1.88250023e-01,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.37073783e-01, -4.14029898e-02,  1.14378544e-01, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 2.32090190e-04,  6.91008990e-04,  2.44988895e-03, ...,
          8.38612834e-01,  0.00000000e+00,  0.00000000e+00],
        [ 1.44136713e-03,  6.03208717e-03, -7.78515687e-05, ...,
         -1.26247517e-03,  9.12836917e-01,  0.00000000e+00],
        [-1.73364886e-03, -5.02207415e-04, -5.36471131e-03, ...,
         -2.71946772e-04, -2.03597337e-04,  9.13535257e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 1.26022403e-01,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-4.16909756e-02,  1.20546256e-01,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-3.68811428e-02, -1.62145547e-02,  7.32772278e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [-2.08590513e-04, -5.25499122e-03,  1.07464766e-03, ...,
          9.06703992e-01,  0.00000000e+00,  0.00000000e+00],
        [-3.02889069e-05,  3.67017733e-04, -2.82162859e-05, ...,
         -7.25533532e-05,  9.99887414e-01,  0.00000000e+00],
        [ 1.13086993e-03, -1.02245163e-02,  4.72649640e-03, ...,
         -5.81413079e-03, -1.26119815e-06,  7.43530657e-01]]])>"
