,Code,RMSE,Wghted RMSE,Cont RMSE,Discrete RMSE,y_std,Epoch
0,4.6_rbf_matern32_sin_lin_sin_lfbgs_0_0,2.033112567983718,1.9080098589862233,1.4055711226545955,2.303339545776253,2.8011254737117977,40
0,4.6_rbf_matern32_sin_lin_sin_lfbgs_1_0,1.6006729702232505,1.604662444745789,1.5362882284914299,1.6702399834017048,2.750157655284586,40
0,4.6_rbf_matern32_sin_lin_sin_lfbgs_2_0,1.6687615148851238,1.6809505852126119,1.6542386545379109,1.7072446261991416,2.569619740619438,40
0,4.6_rbf_matern32_sin_lin_sin_lfbgs_3_0,1.4376915466884395,1.543223967372055,1.3915052820085694,1.6813070740008629,2.9212503377380687,40
0,4.6_rbf_matern32_sin_lin_sin_lfbgs_4_0,1.4096896841462778,1.4113615509513382,1.2489664447290638,1.5569090130602932,2.6275684920154263,40
