,Code,RMSE,Wghted RMSE,Cont RMSE,Discrete RMSE,y_std,Epoch
0,4.5_rbf_lin_matern32_sin_lfbgs_0_0,2.138206234356194,2.620552922753916,1.492553678816409,3.392179057443723,2.5906984936746915,40
0,4.5_rbf_lin_matern32_sin_lfbgs_1_0,1.4813575324323824,1.6834349008580105,1.4086663937773045,1.9192616085088774,2.731765507033012,40
0,4.5_rbf_lin_matern32_sin_lfbgs_2_0,1.777404797064357,1.6695258352032267,1.2108471106849537,2.026939146439272,2.638638804706902,40
0,4.5_rbf_lin_matern32_sin_lfbgs_3_0,1.5319222396247831,1.5266456233954744,1.499643305010422,1.5531785720265818,2.9745188059035508,40
0,4.5_rbf_lin_matern32_sin_lfbgs_4_0,2.336399112634813,2.352284907032826,2.2845436413191966,2.418129218759181,2.7340052252949207,40
