,Code,RMSE,Wghted RMSE,Cont RMSE,Discrete RMSE,y_std,Epoch
0,4.4_rbf_lin_matern32_sin_lfbgs_0_0,1.676144745304246,1.6895261320605917,1.4393826978466213,1.9071377902424955,2.7443474009838362,40
0,4.4_rbf_lin_matern32_sin_lfbgs_1_0,1.4848559131094576,1.588493008988901,1.3540461707334066,1.7925342525975407,2.769100443485876,40
0,4.4_rbf_lin_matern32_sin_lfbgs_2_0,1.921602192358452,1.929159410578454,1.8879657249218942,1.9694916817206827,2.821472850899785,40
0,4.4_rbf_lin_matern32_sin_lfbgs_3_0,1.7519996670202531,1.858498265171546,1.654868164612142,2.0419213895359762,2.585999887753475,40
0,4.4_rbf_lin_matern32_sin_lfbgs_4_0,1.8218255008553872,1.8648261839751679,1.5466951595646188,2.136091635735263,2.734084585557373,40
